tick,phase,alpha,kp_shape,er_x,er_y,er_z,er_norm,er_sum,er_par_norm,er_perp_norm,perp_frac,ev_x,ev_y,ev_z,ev_norm,aff_norm,fb_app_x,fb_app_y,fb_app_z,fb_app_norm,fb_diag_x,fb_diag_y,fb_diag_z,fb_diag_norm,fb_delta_norm,eta_fb,ades_norm,achieved_norm,resid_norm,delivered_frac
66,SS,400.0,3x3,5.756470818e-05,1.812026823e-04,5.238818103e-05,1.972121426e-04,2.911555715e-04,1.680987476e-04,1.031282709e-04,0.522931,-5.644680791e-04,2.602925591e-03,1.204937920e-03,2.923306559e-03,7.416442207e-02,1.060365301e-02,1.060365301e-02,1.060365301e-02,1.836606576e-02,-1.520710113e-03,8.352384821e-03,3.771978303e-03,9.289925283e-03,1.409752350e-02,0.198487,9.062799750e-02,4.586205127e-02,6.319270510e-02,0.384945
67,SS,400.0,3x3,5.275040138e-05,2.045676950e-04,6.310279207e-05,2.204824461e-04,3.204208885e-04,1.849950862e-04,1.199555215e-04,0.544059,-6.595932877e-04,3.022529229e-03,1.394150055e-03,3.393287583e-03,7.416442207e-02,1.223252065e-02,1.223252065e-02,1.223252065e-02,2.118734728e-02,-1.820528659e-03,9.681290771e-03,4.371758541e-03,1.077747597e-02,1.630302272e-02,0.222202,9.322003444e-02,4.615287232e-02,6.527532885e-02,0.377400
68,SS,400.0,3x3,4.379902707e-05,2.258986346e-04,7.430318340e-05,2.418046959e-04,3.440008451e-04,1.986089805e-04,1.379274586e-04,0.570409,-7.569051750e-04,3.440057898e-03,1.581018100e-03,3.860896531e-03,7.416442207e-02,1.382451501e-02,1.382451501e-02,1.382451501e-02,2.394476238e-02,-2.139318444e-03,1.099786960e-02,4.965963851e-03,1.225522811e-02,1.847451843e-02,0.244062,9.576591700e-02,4.643378786e-02,6.732424080e-02,0.370438
69,SS,400.0,3x3,3.068742864e-05,2.451794829e-04,8.596704739e-05,2.616200114e-04,3.618339589e-04,2.089049336e-04,1.574920921e-04,0.601988,-8.569083931e-04,3.856006697e-03,1.765838422e-03,4.326807712e-03,7.416442207e-02,1.538031205e-02,1.538031205e-02,1.538031205e-02,2.663948191e-02,-2.478662893e-03,1.230355854e-02,5.555416407e-03,1.372530415e-02,2.061402369e-02,0.264270,9.826494411e-02,4.670478709e-02,6.933748276e-02,0.364004
70,SS,400.0,3x3,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,6.923899981e-02,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000,6.923899981e-02,4.512991113e-02,5.092842306e-02,0.441908
71,SS,400.0,3x3,1.542548019e-05,3.694042654e-05,7.395825708e-06,4.070919786e-05,5.976173244e-05,3.450345231e-05,2.160441086e-05,0.530701,-2.258868498e-04,4.102224873e-04,2.020642485e-04,5.100365854e-04,6.923899981e-02,1.338484855e-03,1.338484855e-03,1.338484855e-03,2.318323774e-03,-6.313841088e-04,1.341488741e-03,6.283802225e-04,1.610310417e-03,2.093953521e-03,0.032398,7.118699507e-02,4.539995087e-02,5.202304247e-02,0.436336
72,SS,400.0,3x3,2.667448977e-05,7.180936289e-05,1.530170866e-05,7.811693345e-05,1.137855613e-04,6.569412446e-05,4.226744968e-05,0.541079,-4.490391544e-04,8.155707434e-04,3.998070305e-04,1.013231198e-03,6.923899981e-02,2.640372542e-03,2.640372542e-03,2.640372542e-03,4.573259394e-03,-1.267093994e-03,2.662140319e-03,1.245326217e-03,3.200524278e-03,4.149086986e-03,0.061958,7.310246506e-02,4.565863138e-02,5.311933039e-02,0.431048
73,SS,400.0,3x3,3.377285015e-05,1.045643246e-04,2.367811142e-05,1.124053217e-04,1.620152861e-04,9.353956906e-05,6.233221766e-05,0.554531,-6.704775320e-04,1.216513616e-03,5.940802676e-04,1.510753740e-03,6.923899981e-02,3.906394912e-03,3.906394912e-03,3.906394912e-03,6.766074462e-03,-1.910114045e-03,3.963233820e-03,1.853275137e-03,4.773927808e-03,6.168493165e-03,0.089021,7.498327583e-02,4.590681495e-02,5.421200607e-02,0.426055
74,SS,400.0,3x3,3.673956070e-05,1.351676635e-04,3.248970549e-05,1.437903806e-04,2.043969297e-04,1.180086224e-04,8.215618411e-05,0.571361,-8.905107404e-04,1.613804930e-03,7.849023194e-04,2.003359025e-03,6.923899981e-02,5.137780316e-03,5.137780316e-03,5.137780316e-03,8.898896546e-03,-2.561313539e-03,5.246917780e-03,2.452176075e-03,6.332743540e-03,8.154779416e-03,0.113887,7.682850183e-02,4.614511324e-02,5.529763969e-02,0.421352
75,SS,400.0,3x3,3.558871015e-05,1.635879794e-04,4.170255634e-05,1.725302481e-04,2.408792459e-04,1.390716975e-04,1.021065594e-04,0.591818,-1.109719455e-03,2.008040119e-03,9.725056948e-04,2.491880758e-03,6.923899981e-02,6.335116815e-03,6.335116815e-03,6.335116815e-03,1.097274420e-02,-3.222392234e-03,6.514884295e-03,3.042624753e-03,7.879409526e-03,1.011033133e-02,0.136797,7.863665788e-02,4.637382248e-02,5.637279581e-02,0.416930
76,SS,400.0,3x3,3.032777012e-05,1.897988903e-04,5.128540261e-05,1.989311060e-04,2.714120631e-04,1.566998277e-04,1.225510055e-04,0.616047,-1.328764214e-03,2.399708391e-03,1.157175183e-03,2.977124301e-03,6.923899981e-02,7.498594270e-03,7.498594270e-03,7.498594270e-03,1.298794626e-02,-3.895309333e-03,7.768521844e-03,3.625381758e-03,9.416302848e-03,1.203726195e-02,0.157952,8.040597129e-02,4.659307614e-02,5.743414595e-02,0.412781
77,SS,400.0,3x3,2.095736036e-05,2.137780857e-04,6.120989082e-05,2.233538261e-04,2.959453369e-04,1.708641199e-04,1.438484763e-04,0.644039,-1.548283353e-03,2.789202613e-03,1.339195814e-03,3.459808952e-03,6.923899981e-02,8.628181232e-03,8.628181232e-03,8.628181232e-03,1.494444827e-02,-4.581977977e-03,9.008942096e-03,4.201217113e-03,1.094558290e-02,1.393740638e-02,0.177522,8.213458734e-02,4.680292783e-02,5.847854743e-02,0.408893
78,SS,400.0,3x3,7.471839098e-06,2.355064463e-04,7.145040074e-05,2.462199716e-04,3.144286862e-04,1.815354866e-04,1.663404386e-04,0.675577,-1.768832175e-03,3.176827496e-03,1.518821435e-03,3.940535339e-03,6.923899981e-02,9.723736327e-03,9.723736327e-03,9.723736327e-03,1.684200536e-02,-5.284081009e-03,1.023700183e-02,4.770815508e-03,1.246909777e-02,1.581231948e-02,0.195653,8.382069532e-02,4.700339652e-02,5.950308722e-02,0.405258
79,SS,400.0,3x3,-1.013964027e-05,2.549672309e-04,8.198364325e-05,2.680157065e-04,3.268112339e-04,1.886845539e-04,1.903432637e-04,0.710194,-1.990851217e-03,3.562807078e-03,1.696259470e-03,4.419771378e-03,6.923899981e-02,1.078507969e-02,1.078507969e-02,1.078507969e-02,1.868030599e-02,-6.002972573e-03,1.145332293e-02,5.334729339e-03,1.398833882e-02,1.766328302e-02,0.212471,8.546260595e-02,4.719448929e-02,6.050510624e-02,0.401864
80,SS,400.0,3x3,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,6.514815904e-02,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000,6.514815904e-02,4.548283451e-02,5.348212118e-02,0.406739
81,SS,400.0,3x3,1.095339462e-05,3.892720571e-05,7.442550405e-06,4.111807090e-05,5.732315073e-05,3.309553651e-05,2.440043479e-05,0.593424,-3.500187606e-04,3.677651767e-04,1.872028631e-04,5.411185360e-04,6.514815904e-02,7.868172900e-04,7.868172900e-04,7.868172900e-04,1.362807522e-03,-1.017196098e-03,1.220077147e-03,5.839362405e-04,1.692411794e-03,1.866370576e-03,0.020490,6.619693884e-02,4.567923863e-02,5.376236659e-02,0.408285
82,SS,400.0,3x3,1.781477979e-05,7.554234119e-05,1.518161715e-05,7.908535384e-05,1.085387381e-04,6.266486968e-05,4.824528267e-05,0.610041,-6.970475553e-04,7.317672150e-04,3.705145586e-04,1.076401221e-03,6.514815904e-02,1.541318869e-03,1.541318869e-03,1.541318869e-03,2.669642592e-03,-2.037698327e-03,2.421928669e-03,1.157088527e-03,3.369986173e-03,3.705734834e-03,0.039365,6.721322715e-02,4.586396921e-02,5.403063754e-02,0.409708
83,SS,400.0,3x3,2.061478029e-05,1.098120690e-04,2.318077828e-05,1.141096321e-04,1.536076276e-04,8.868540513e-05,7.180464514e-05,0.629260,-1.041653400e-03,1.092408643e-03,5.505537001e-04,1.606707137e-03,6.514815904e-02,2.264749714e-03,2.264749714e-03,2.264749714e-03,3.922661571e-03,-3.063115858e-03,3.606662137e-03,1.721203435e-03,5.035199280e-03,5.521079882e-03,0.056792,6.819695934e-02,4.603802927e-02,5.428622926e-02,0.411038
84,SS,400.0,3x3,1.937994142e-05,1.417065650e-04,3.140666626e-05,1.464333001e-04,1.924931726e-04,1.111359850e-04,9.534937963e-05,0.651145,-1.384048255e-03,1.450224537e-03,7.273251828e-04,2.132543717e-03,6.514815904e-02,2.957983912e-03,2.957983912e-03,2.957983912e-03,5.123378423e-03,-4.094004942e-03,4.775793307e-03,2.276195547e-03,6.689554869e-03,7.314356647e-03,0.072908,6.914780307e-02,4.620200215e-02,5.452871446e-02,0.412290
85,SS,400.0,3x3,1.413291136e-05,1.712000159e-04,3.982693910e-05,1.763387924e-04,2.251598664e-04,1.299961095e-04,1.191485679e-04,0.675680,-1.724719283e-03,1.805588641e-03,9.010039011e-04,2.654546096e-03,6.514815904e-02,3.621099376e-03,3.621099376e-03,3.621099376e-03,6.271928099e-03,-5.131759115e-03,5.930365971e-03,2.822492520e-03,8.334905890e-03,9.087519842e-03,0.087817,7.006451651e-02,4.635614137e-02,5.475723220e-02,0.413480
86,SS,400.0,3x3,4.890646144e-06,1.982694607e-04,4.841131562e-05,2.041527687e-04,2.515714225e-04,1.452448285e-04,1.434653016e-04,0.702735,-2.064246577e-03,2.158781817e-03,1.071810126e-03,3.173362540e-03,6.514815904e-02,4.253750367e-03,4.253750367e-03,4.253750367e-03,7.367711759e-03,-6.178067792e-03,7.071153833e-03,3.360664326e-03,9.973154109e-03,1.084242570e-02,0.101601,7.094540603e-02,4.650052201e-02,5.497068968e-02,0.414620
87,SS,400.0,3x3,-8.335969256e-06,2.228940596e-04,5.713180117e-05,2.302505003e-04,2.716898915e-04,1.568602320e-04,1.685531386e-04,0.732042,-2.403202168e-03,2.510017080e-03,1.239968520e-03,3.689591893e-03,6.514815904e-02,4.855419971e-03,4.855419971e-03,4.855419971e-03,8.409834082e-03,-7.234614413e-03,8.198733420e-03,3.891300965e-03,1.160608024e-02,1.258078701e-02,0.114329,7.178864744e-02,4.663512500e-02,5.516790657e-02,0.415723
88,SS,400.0,3x3,-2.554168646e-05,2.450545437e-04,6.596258980e-05,2.550591508e-04,2.854754471e-04,1.648193262e-04,1.946529222e-04,0.763168,-2.742089846e-03,2.859455992e-03,1.405683193e-03,4.203747201e-03,6.514815904e-02,5.425574358e-03,5.425574358e-03,5.425574358e-03,9.397370449e-03,-8.302894597e-03,9.313531606e-03,4.414937350e-03,1.323524089e-02,1.430414131e-02,0.126062,7.259248691e-02,4.675988382e-02,5.534771403e-02,0.416799
89,SS,400.0,3x3,-4.672599717e-05,2.647327869e-04,7.487978457e-05,2.790586845e-04,2.928865743e-04,1.690981425e-04,2.219900169e-04,0.795496,-3.081313311e-03,3.207219609e-03,1.569125372e-03,4.716238308e-03,6.514815904e-02,5.963754730e-03,5.963754730e-03,5.963754730e-03,1.032952620e-02,-9.384117926e-03,1.041585719e-02,4.932015468e-03,1.486191531e-02,1.601383456e-02,0.136855,7.335536319e-02,4.687470905e-02,5.550902290e-02,0.417858
90,SS,400.0,3x3,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,6.159147085e-02,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000,6.159147085e-02,4.495867432e-02,5.719740243e-02,0.335211
91,SS,400.0,3x3,6.847078834e-06,4.022873679e-05,7.156523855e-06,4.143005655e-05,5.423233948e-05,3.131105579e-05,2.713056156e-05,0.654852,-4.622735090e-04,3.096877676e-04,1.619554749e-04,5.795109027e-04,6.159147085e-02,1.908062190e-04,1.908062190e-04,1.908062190e-04,3.304860658e-04,-1.366279290e-03,1.049749513e-03,5.073359962e-04,1.796129993e-03,1.806236409e-03,0.005337,6.180947708e-02,4.508136152e-02,5.707571961e-02,0.339637
92,SS,400.0,3x3,9.790076442e-06,7.792556256e-05,1.434707258e-05,7.983781928e-05,1.020627116e-04,5.892593400e-05,5.386846656e-05,0.674724,-9.220092569e-04,6.182327834e-04,3.210414648e-04,1.155586633e-03,6.159147085e-02,3.579831086e-04,3.579831086e-04,3.579831086e-04,6.200449324e-04,-2.736657541e-03,2.088475038e-03,1.006165612e-03,3.586557085e-03,3.604378397e-03,0.009967,6.200130339e-02,4.519057496e-02,5.694022513e-02,0.343919
93,SS,400.0,3x3,8.856878407e-06,1.130812407e-04,2.154427466e-05,1.154554765e-04,1.434823937e-04,8.283959864e-05,8.042119093e-05,0.696556,-1.379264543e-03,9.260006613e-04,4.776088916e-04,1.728571132e-03,6.159147085e-02,5.034822119e-04,5.034822119e-04,5.034822119e-04,8.720567717e-04,-4.111222993e-03,3.117245706e-03,1.497459499e-03,5.372314235e-03,5.395855315e-03,0.013961,6.216887157e-02,4.528739372e-02,5.679251681e-02,0.348066
94,SS,400.0,3x3,4.074732186e-06,1.456884776e-04,2.872246886e-05,1.485486997e-04,1.784856787e-04,1.030487546e-04,1.069937865e-04,0.720261,-1.834076488e-03,1.233227555e-03,6.316495864e-04,2.298623059e-03,6.159147085e-02,6.278589955e-04,6.278589955e-04,6.278589955e-04,1.087483680e-03,-5.490005269e-03,4.136748098e-03,1.981116166e-03,7.153856578e-03,7.181355781e-03,0.017350,6.231256440e-02,4.537236191e-02,5.663389617e-02,0.352074
95,SS,400.0,3x3,-4.531088658e-06,1.757407795e-04,3.585644249e-05,1.794186077e-04,2.070661333e-04,1.195496878e-04,1.337868041e-04,0.745668,-2.286748172e-03,1.539948162e-03,7.832442683e-04,2.866030203e-03,6.159147085e-02,7.305311754e-04,7.305311754e-04,7.305311754e-04,1.265317112e-03,-6.873837782e-03,5.147066824e-03,2.457302133e-03,8.931980548e-03,8.961805193e-03,0.020130,6.243149275e-02,4.544570665e-02,5.646530021e-02,0.355938
96,SS,400.0,3x3,-1.693908233e-05,2.032310654e-04,4.292196655e-05,2.084036796e-04,2.292139496e-04,1.323367355e-04,1.609940437e-04,0.772511,-2.737685620e-03,1.846094500e-03,9.324964919e-04,3.431113109e-03,6.159147085e-02,8.103579653e-04,8.103579653e-04,8.103579653e-04,1.403581168e-03,-8.263874108e-03,6.147976698e-03,2.926255375e-03,1.070757691e-02,1.073819740e-02,0.022281,6.252415177e-02,4.550748313e-02,5.628747900e-02,0.359648
97,SS,400.0,3x3,-3.313204220e-05,2.281509951e-04,4.989590920e-05,2.358817724e-04,2.449148621e-04,1.414016616e-04,1.888009022e-04,0.800405,-3.187304701e-03,2.151550120e-03,1.079512466e-03,3.994174050e-03,6.159147085e-02,8.660182405e-04,8.660182405e-04,8.660182405e-04,1.499987593e-03,-9.661310230e-03,7.139103346e-03,3.388225125e-03,1.248149756e-02,1.251150547e-02,0.023775,6.258885905e-02,4.555765501e-02,5.610110567e-02,0.363195
98,SS,400.0,3x3,-5.309684150e-05,2.504907113e-04,5.675619231e-05,2.622711124e-04,2.541500621e-04,1.467336068e-04,2.173830376e-04,0.828849,-3.635976321e-03,2.456185493e-03,1.224389140e-03,4.555469213e-03,6.159147085e-02,8.962451236e-04,8.962451236e-04,8.962451236e-04,1.552342090e-03,-1.106721949e-02,8.120028614e-03,3.843435998e-03,1.425448042e-02,1.428262817e-02,0.024584,6.262403317e-02,4.559613828e-02,5.590684461e-02,0.366569
99,SS,400.0,3x3,-7.682380191e-05,2.702388531e-04,6.348166449e-05,2.880292624e-04,2.568967157e-04,1.483193880e-04,2.469052757e-04,0.857223,-4.083997432e-03,2.759880413e-03,1.367208881e-03,5.115196481e-03,6.159147085e-02,8.999657328e-04,8.999657328e-04,8.999657328e-04,1.558786374e-03,-1.248246370e-02,9.090357799e-03,4.292071635e-03,1.602711402e-02,1.605236189e-02,0.024684,6.262836439e-02,4.562282435e-02,5.570539320e-02,0.369764
100,SS,400.0,3x3,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,5.936178997e-02,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000,5.936178997e-02,4.359079259e-02,6.182840892e-02,0.227200
101,SS,400.0,3x3,3.301875172e-06,4.102809792e-05,6.596855573e-06,4.168603726e-05,5.092682867e-05,2.940261824e-05,2.955015639e-05,0.708874,-5.608026460e-04,2.530522973e-04,1.312950737e-04,6.291052927e-04,5.936178997e-02,-3.765853387e-04,-3.765853387e-04,-3.765853387e-04,6.522649400e-04,-1.672502312e-03,8.822411857e-04,4.136757879e-04,1.935650059e-03,1.971942613e-03,0.010869,5.902805880e-02,4.362261039e-02,6.172245313e-02,0.226384
102,SS,400.0,3x3,2.949300318e-06,7.942200699e-05,1.296126414e-05,8.052669083e-05,9.533257145e-05,5.504028579e-05,5.878022521e-05,0.729947,-1.119464171e-03,5.074889648e-04,2.611012904e-04,1.256550422e-03,5.936178997e-02,-7.666240323e-04,-7.666240323e-04,-7.666240323e-04,1.327831774e-03,-3.349544611e-03,1.760732915e-03,8.221876637e-04,3.872418115e-03,3.947573237e-03,0.021879,5.868804725e-02,4.363858234e-02,6.162146520e-02,0.225215
103,SS,400.0,3x3,-1.032554466e-06,1.151959379e-04,1.907707890e-05,1.167694532e-04,1.332404623e-04,7.692641678e-05,8.784891355e-05,0.752328,-1.675629912e-03,7.637282885e-04,3.892076010e-04,1.882152772e-03,5.936178997e-02,-1.168360680e-03,-1.168360680e-03,-1.168360680e-03,2.023660059e-03,-5.029987398e-03,2.636772679e-03,1.224854040e-03,5.809785780e-03,5.926101373e-03,0.032966,5.834394479e-02,4.363981941e-02,6.152690702e-02,0.223690
104,SS,400.0,3x3,-8.616277698e-06,1.483648353e-04,2.492714229e-05,1.506908326e-04,1.646756999e-04,9.507555969e-05,1.169117829e-04,0.775839,-2.229169620e-03,1.021687011e-03,5.156066089e-04,2.505771681e-03,5.936178997e-02,-1.581600902e-03,-1.581600902e-03,-1.581600902e-03,2.739413119e-03,-6.713357694e-03,3.510155538e-03,1.621601254e-03,7.747254614e-03,7.907048467e-03,0.044112,5.799656970e-02,4.362685232e-02,6.144014096e-02,0.221788
105,SS,400.0,3x3,-1.977451816e-05,1.789412868e-04,3.049425397e-05,1.825949485e-04,1.896610226e-04,1.095008425e-04,1.461180369e-04,0.800230,-2.780200854e-03,1.281085368e-03,6.402897678e-04,3.127405873e-03,5.936178997e-02,-2.007494085e-03,-2.007494085e-03,-2.007494085e-03,3.477081752e-03,-8.399926116e-03,4.380079966e-03,2.012352065e-03,9.684700310e-03,9.890573927e-03,0.055333,5.764566782e-02,4.359993873e-02,6.136262569e-02,0.219470
106,SS,400.0,3x3,-3.448173738e-05,2.069342301e-04,3.576119945e-05,2.128136020e-04,2.082136922e-04,1.202122312e-04,1.756093638e-04,0.825179,-3.328950812e-03,1.541552928e-03,7.632559107e-04,3.747113359e-03,5.936178997e-02,-2.447784841e-03,-2.447784841e-03,-2.447784841e-03,4.239687711e-03,-1.009029765e-02,5.245461476e-03,2.397051330e-03,1.162216967e-02,1.187714100e-02,0.066660,5.729062975e-02,4.355918910e-02,6.129594952e-02,0.216687
107,SS,400.0,3x3,-5.271486705e-05,2.323485007e-04,4.071080468e-05,2.417065423e-04,2.203444384e-04,1.272159208e-04,2.055192500e-04,0.850284,-3.875674451e-03,1.802702408e-03,8.845081963e-04,4.364967717e-03,5.936178997e-02,-2.904358225e-03,-2.904358225e-03,-2.904358225e-03,5.030496009e-03,-1.178516795e-02,6.105152726e-03,2.775657003e-03,1.355976937e-02,1.386732281e-02,0.078123,5.693091298e-02,4.350463631e-02,6.124180868e-02,0.213386
108,SS,400.0,3x3,-7.445332457e-05,2.551849454e-04,4.532597226e-05,2.696610792e-04,2.260575931e-04,1.305144122e-04,2.359726380e-04,0.875071,-4.420606565e-03,2.064176222e-03,1.004053307e-03,4.981034924e-03,5.936178997e-02,-3.378958330e-03,-3.378958330e-03,-3.378958330e-03,5.852527504e-03,-1.348517967e-02,6.958083502e-03,3.148137836e-03,1.549760525e-02,1.586168742e-02,0.089743,5.656628868e-02,4.343627287e-02,6.120195742e-02,0.209513
109,SS,400.0,3x3,-9.967866641e-05,2.754408887e-04,4.958971498e-05,2.970903222e-04,2.253519372e-04,1.301070016e-04,2.670858058e-04,0.899005,-4.963936063e-03,2.325674461e-03,1.121901557e-03,5.595362905e-03,5.936178997e-02,-3.873024323e-03,-3.873024323e-03,-3.873024323e-03,6.708274906e-03,-1.519084419e-02,7.803346050e-03,3.514473815e-03,1.743575301e-02,1.786073348e-02,0.101533,5.619697108e-02,4.335407039e-02,6.117814809e-02,0.205014
110,SS,400.0,3x3,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,5.796748794e-02,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000000e+00,0.000000,5.796748794e-02,4.115603743e-02,6.650983286e-02,0.093817
111,SS,400.0,3x3,5.022283778e-07,4.098768430e-05,5.754263646e-06,4.139268109e-05,4.724417633e-05,2.727643792e-05,3.113438585e-05,0.752171,-6.405258186e-04,1.969023446e-04,9.529008279e-05,6.768486223e-04,5.796748794e-02,-9.032676448e-04,-9.032676448e-04,-9.032676448e-04,1.564505454e-03,-1.920070771e-03,7.136700866e-04,3.031330393e-04,2.070721226e-03,2.259154451e-03,0.026280,5.744048684e-02,4.107555861e-02,6.668883686e-02,0.081713
112,SS,400.0,3x3,-2.348223486e-06,7.937589797e-05,1.101483435e-05,8.017090437e-05,8.804250883e-05,5.083136618e-05,6.199633957e-05,0.773302,-1.279469128e-03,3.982663394e-04,1.909908494e-04,1.353563753e-03,5.796748794e-02,-1.806508292e-03,-1.806508292e-03,-1.806508292e-03,3.128964146e-03,-3.845452056e-03,1.432926712e-03,6.060170512e-04,4.148257121e-03,4.524545209e-03,0.051214,5.695161412e-02,4.097706684e-02,6.689796595e-02,0.068949
113,SS,400.0,3x3,-8.531014045e-06,1.152083210e-04,1.578090842e-05,1.165966230e-04,1.224582153e-04,7.070128359e-05,9.271516051e-05,0.795179,-1.916130448e-03,6.046825847e-04,2.860979884e-04,2.029544033e-03,5.796748794e-02,-2.708674979e-03,-2.708674979e-03,-2.708674979e-03,4.691562685e-03,-5.773984387e-03,2.159672717e-03,9.056366905e-04,6.230831386e-03,6.794128340e-03,0.074874,5.650235396e-02,4.086176657e-02,6.713650826e-02,0.055581
114,SS,400.0,3x3,-1.802094042e-05,1.485285250e-04,2.004684859e-05,1.509548050e-04,1.505544331e-04,8.692264250e-05,1.234172086e-04,0.817577,-2.550189486e-03,8.157077010e-04,3.806157448e-04,2.704387881e-03,5.796748794e-02,-3.609934821e-03,-3.609934821e-03,-3.609934821e-03,6.252590521e-03,-7.704631279e-03,2.892708678e-03,1.201987780e-03,8.317083699e-03,9.066725466e-03,0.097362,5.609343060e-02,4.073028570e-02,6.740387402e-02,0.041657
