t_s,theta_s_norm_deg,theta_s_x_deg,theta_s_y_deg,theta_s_z_deg,hw_x_Nms,hw_y_Nms,hw_z_Nms,omega_s_x_dps,omega_s_y_dps,omega_s_z_dps,omega_s_norm_dps
230.040,4.089354e-01,4.535476e-02,1.150049e-02,4.062497e-01,3.943326e-03,-3.676123e-03,4.982001e-02,-1.467419e-04,1.279095e-04,-1.331167e-03,1.345325e-03
230.340,4.085363e-01,4.531111e-02,1.153906e-02,4.058518e-01,3.941141e-03,-3.672807e-03,4.977376e-02,-1.465340e-04,1.277688e-04,-1.329713e-03,1.343850e-03
230.640,4.081377e-01,4.526745e-02,1.157754e-02,4.054543e-01,3.933011e-03,-3.679704e-03,4.972185e-02,-1.465483e-04,1.269444e-04,-1.328044e-03,1.342122e-03
230.940,4.077393e-01,4.522368e-02,1.161581e-02,4.050571e-01,3.927841e-03,-3.678128e-03,4.967173e-02,-1.470974e-04,1.268208e-04,-1.327995e-03,1.342122e-03
231.240,4.073412e-01,4.517989e-02,1.165393e-02,4.046601e-01,3.921746e-03,-3.674992e-03,4.962007e-02,-1.471722e-04,1.263520e-04,-1.327100e-03,1.341201e-03
231.540,4.069435e-01,4.513619e-02,1.169204e-02,4.042635e-01,3.925437e-03,-3.658866e-03,4.958662e-02,-1.462557e-04,1.267008e-04,-1.325106e-03,1.339160e-03
231.840,4.065463e-01,4.509277e-02,1.173034e-02,4.038675e-01,3.929698e-03,-3.639990e-03,4.954504e-02,-1.454675e-04,1.272791e-04,-1.323577e-03,1.337616e-03
232.140,4.061496e-01,4.504949e-02,1.176867e-02,4.034719e-01,3.924898e-03,-3.642860e-03,4.949770e-02,-1.454914e-04,1.267940e-04,-1.322231e-03,1.336241e-03
232.440,4.057532e-01,4.500611e-02,1.180686e-02,4.030765e-01,3.919328e-03,-3.645666e-03,4.944876e-02,-1.456888e-04,1.263310e-04,-1.321108e-03,1.335107e-03
232.740,4.053571e-01,4.496274e-02,1.184501e-02,4.026815e-01,3.917753e-03,-3.632992e-03,4.938514e-02,-1.454833e-04,1.266844e-04,-1.320447e-03,1.334464e-03
233.040,4.049613e-01,4.491949e-02,1.188325e-02,4.022868e-01,3.916614e-03,-3.625516e-03,4.933767e-02,-1.448580e-04,1.265316e-04,-1.318344e-03,1.332301e-03
233.340,4.045660e-01,4.487628e-02,1.192142e-02,4.018926e-01,3.910964e-03,-3.630240e-03,4.929021e-02,-1.450639e-04,1.259694e-04,-1.317090e-03,1.331029e-03
233.640,4.041710e-01,4.483301e-02,1.195945e-02,4.014987e-01,3.909765e-03,-3.626317e-03,4.924820e-02,-1.451539e-04,1.261105e-04,-1.316257e-03,1.330228e-03
233.940,4.037766e-01,4.478982e-02,1.199741e-02,4.011053e-01,3.907885e-03,-3.626339e-03,4.921134e-02,-1.447803e-04,1.257763e-04,-1.314145e-03,1.328065e-03
234.240,4.033827e-01,4.474673e-02,1.203541e-02,4.007124e-01,3.906932e-03,-3.615964e-03,4.915451e-02,-1.445338e-04,1.260157e-04,-1.313213e-03,1.327139e-03
234.540,4.029889e-01,4.470362e-02,1.207337e-02,4.003197e-01,3.900061e-03,-3.615979e-03,4.909177e-02,-1.450150e-04,1.257954e-04,-1.312995e-03,1.326955e-03
234.840,4.025954e-01,4.466045e-02,1.211121e-02,3.999273e-01,3.896655e-03,-3.613125e-03,4.904622e-02,-1.448198e-04,1.254814e-04,-1.311511e-03,1.325435e-03
235.140,4.022023e-01,4.461736e-02,1.214903e-02,3.995353e-01,3.893172e-03,-3.609387e-03,4.899674e-02,-1.445405e-04,1.251752e-04,-1.309928e-03,1.323810e-03
235.440,4.018097e-01,4.457434e-02,1.218683e-02,3.991436e-01,3.894149e-03,-3.597282e-03,4.895172e-02,-1.441972e-04,1.254804e-04,-1.308783e-03,1.322668e-03
235.740,4.014175e-01,4.453147e-02,1.222472e-02,3.987524e-01,3.895136e-03,-3.585527e-03,4.890444e-02,-1.437891e-04,1.257462e-04,-1.307484e-03,1.321364e-03
236.040,4.010255e-01,4.448864e-02,1.226258e-02,3.983615e-01,3.888457e-03,-3.584809e-03,4.883981e-02,-1.439697e-04,1.253538e-04,-1.306738e-03,1.320608e-03
236.340,4.006339e-01,4.444572e-02,1.230031e-02,3.979709e-01,3.881999e-03,-3.591138e-03,4.879455e-02,-1.441194e-04,1.246589e-04,-1.305242e-03,1.319078e-03
236.640,4.002427e-01,4.440278e-02,1.233785e-02,3.975807e-01,3.877381e-03,-3.595086e-03,4.875823e-02,-1.444100e-04,1.243541e-04,-1.304201e-03,1.318051e-03
236.940,3.998519e-01,4.435982e-02,1.237529e-02,3.971909e-01,3.877446e-03,-3.586693e-03,4.872077e-02,-1.437899e-04,1.243285e-04,-1.302270e-03,1.316070e-03
237.240,3.994618e-01,4.431718e-02,1.241289e-02,3.968018e-01,3.885164e-03,-3.563909e-03,4.868430e-02,-1.426316e-04,1.250889e-04,-1.300226e-03,1.313993e-03
237.540,3.990722e-01,4.427477e-02,1.245068e-02,3.964131e-01,3.886416e-03,-3.552584e-03,4.863328e-02,-1.422442e-04,1.254173e-04,-1.298950e-03,1.312720e-03
237.840,3.986829e-01,4.423240e-02,1.248850e-02,3.960247e-01,3.883582e-03,-3.551403e-03,4.858148e-02,-1.422874e-04,1.253078e-04,-1.297823e-03,1.311600e-03
238.140,3.982940e-01,4.419000e-02,1.252626e-02,3.956368e-01,3.879457e-03,-3.554535e-03,4.853299e-02,-1.424299e-04,1.250239e-04,-1.296596e-03,1.310373e-03
238.440,3.979055e-01,4.414755e-02,1.256389e-02,3.952492e-01,3.873343e-03,-3.562687e-03,4.848553e-02,-1.426684e-04,1.245046e-04,-1.295280e-03,1.309048e-03
238.740,3.975173e-01,4.410503e-02,1.260139e-02,3.948619e-01,3.868338e-03,-3.564427e-03,4.843254e-02,-1.427978e-04,1.243234e-04,-1.294260e-03,1.308035e-03
239.040,3.971295e-01,4.406251e-02,1.263883e-02,3.944751e-01,3.864663e-03,-3.563900e-03,4.838391e-02,-1.427813e-04,1.240920e-04,-1.293053e-03,1.306818e-03
239.340,3.967419e-01,4.401996e-02,1.267617e-02,3.940885e-01,3.858492e-03,-3.561109e-03,4.832569e-02,-1.429559e-04,1.237953e-04,-1.292331e-03,1.306094e-03
239.640,3.963547e-01,4.397748e-02,1.271351e-02,3.937022e-01,3.860207e-03,-3.548521e-03,4.828326e-02,-1.423136e-04,1.240067e-04,-1.290668e-03,1.304398e-03
239.940,3.959681e-01,4.393514e-02,1.275087e-02,3.933164e-01,3.859745e-03,-3.543714e-03,4.824691e-02,-1.420685e-04,1.240281e-04,-1.289270e-03,1.302991e-03
240.240,3.955819e-01,4.389285e-02,1.278817e-02,3.929312e-01,3.856058e-03,-3.548264e-03,4.820706e-02,-1.419113e-04,1.235690e-04,-1.287455e-03,1.301134e-03
240.540,3.951961e-01,4.385060e-02,1.282543e-02,3.925463e-01,3.851814e-03,-3.546175e-03,4.815291e-02,-1.418063e-04,1.233747e-04,-1.286266e-03,1.299928e-03
240.840,3.948105e-01,4.380827e-02,1.286256e-02,3.921616e-01,3.842936e-03,-3.551339e-03,4.809696e-02,-1.421764e-04,1.226650e-04,-1.285387e-03,1.299030e-03
241.140,3.944253e-01,4.376592e-02,1.289959e-02,3.917773e-01,3.840945e-03,-3.542176e-03,4.804665e-02,-1.421065e-04,1.227921e-04,-1.284742e-03,1.298397e-03
241.440,3.940403e-01,4.372361e-02,1.293659e-02,3.913932e-01,3.837499e-03,-3.534081e-03,4.799680e-02,-1.418715e-04,1.225465e-04,-1.283549e-03,1.297167e-03
241.740,3.936556e-01,4.368141e-02,1.297360e-02,3.910094e-01,3.839275e-03,-3.518640e-03,4.795334e-02,-1.414396e-04,1.229994e-04,-1.282533e-03,1.296158e-03
242.040,3.932714e-01,4.363937e-02,1.301068e-02,3.906261e-01,3.839883e-03,-3.507780e-03,4.791106e-02,-1.410042e-04,1.231330e-04,-1.281199e-03,1.294803e-03
242.340,3.928877e-01,4.359743e-02,1.304777e-02,3.902432e-01,3.836163e-03,-3.509313e-03,4.786756e-02,-1.407155e-04,1.226140e-04,-1.279303e-03,1.292846e-03
242.640,3.925043e-01,4.355543e-02,1.308471e-02,3.898606e-01,3.829340e-03,-3.512642e-03,4.781509e-02,-1.409925e-04,1.220746e-04,-1.278312e-03,1.291845e-03
242.940,3.921211e-01,4.351340e-02,1.312158e-02,3.894783e-01,3.827092e-03,-3.503297e-03,4.775970e-02,-1.408940e-04,1.222093e-04,-1.277544e-03,1.291087e-03
243.240,3.917383e-01,4.347141e-02,1.315839e-02,3.890964e-01,3.824228e-03,-3.503076e-03,4.772145e-02,-1.409880e-04,1.220388e-04,-1.276471e-03,1.290019e-03
243.540,3.913559e-01,4.342948e-02,1.319514e-02,3.887148e-01,3.823620e-03,-3.493718e-03,4.767759e-02,-1.405934e-04,1.220180e-04,-1.275022e-03,1.288540e-03
243.840,3.909740e-01,4.338764e-02,1.323187e-02,3.883338e-01,3.821035e-03,-3.492825e-03,4.764149e-02,-1.405237e-04,1.217851e-04,-1.273656e-03,1.287159e-03
244.140,3.905925e-01,4.334578e-02,1.326846e-02,3.879531e-01,3.815881e-03,-3.493077e-03,4.759695e-02,-1.405104e-04,1.212936e-04,-1.272414e-03,1.285882e-03
244.440,3.902113e-01,4.330401e-02,1.330505e-02,3.875727e-01,3.817233e-03,-3.479918e-03,4.755206e-02,-1.399667e-04,1.215615e-04,-1.271026e-03,1.284475e-03
244.740,3.898306e-01,4.326235e-02,1.334165e-02,3.871928e-01,3.812567e-03,-3.477641e-03,4.750022e-02,-1.397958e-04,1.211097e-04,-1.269644e-03,1.283045e-03
245.040,3.894501e-01,4.322067e-02,1.337821e-02,3.868131e-01,3.810708e-03,-3.467698e-03,4.744723e-02,-1.398126e-04,1.213252e-04,-1.269114e-03,1.282543e-03
245.340,3.890700e-01,4.317913e-02,1.341485e-02,3.864338e-01,3.813719e-03,-3.451992e-03,4.740221e-02,-1.391396e-04,1.217205e-04,-1.267587e-03,1.280997e-03
245.640,3.886903e-01,4.313771e-02,1.345154e-02,3.860549e-01,3.812052e-03,-3.448596e-03,4.735553e-02,-1.390526e-04,1.217128e-04,-1.266422e-03,1.279834e-03
245.940,3.883110e-01,4.309629e-02,1.348820e-02,3.856763e-01,3.808351e-03,-3.449184e-03,4.730799e-02,-1.390068e-04,1.214124e-04,-1.264977e-03,1.278371e-03
246.240,3.879322e-01,4.305490e-02,1.352478e-02,3.852982e-01,3.806906e-03,-3.448406e-03,4.726799e-02,-1.388649e-04,1.212914e-04,-1.263450e-03,1.276833e-03
246.540,3.875537e-01,4.301355e-02,1.356134e-02,3.849205e-01,3.801204e-03,-3.452094e-03,4.721606e-02,-1.387919e-04,1.208267e-04,-1.261832e-03,1.275179e-03
246.840,3.871756e-01,4.297210e-02,1.359774e-02,3.845431e-01,3.795884e-03,-3.455554e-03,4.716848e-02,-1.392323e-04,1.205604e-04,-1.261283e-03,1.274659e-03
247.140,3.867978e-01,4.293068e-02,1.363409e-02,3.841661e-01,3.795953e-03,-3.447276e-03,4.712399e-02,-1.387942e-04,1.206484e-04,-1.259750e-03,1.273102e-03
247.440,3.864205e-01,4.288939e-02,1.367048e-02,3.837896e-01,3.792898e-03,-3.444157e-03,4.707335e-02,-1.385342e-04,1.204536e-04,-1.258288e-03,1.271609e-03
247.740,3.860435e-01,4.284807e-02,1.370682e-02,3.834133e-01,3.789471e-03,-3.439165e-03,4.701992e-02,-1.387734e-04,1.205313e-04,-1.257880e-03,1.271239e-03
248.040,3.856669e-01,4.280682e-02,1.374315e-02,3.830374e-01,3.789481e-03,-3.433718e-03,4.697930e-02,-1.382380e-04,1.204842e-04,-1.256013e-03,1.269328e-03
248.340,3.852906e-01,4.276565e-02,1.377950e-02,3.826619e-01,3.787625e-03,-3.429716e-03,4.693488e-02,-1.381889e-04,1.205231e-04,-1.254902e-03,1.268228e-03
248.640,3.849148e-01,4.272443e-02,1.381569e-02,3.822867e-01,3.776402e-03,-3.441493e-03,4.687686e-02,-1.384246e-04,1.193907e-04,-1.253484e-03,1.266743e-03
248.940,3.845391e-01,4.268313e-02,1.385175e-02,3.819118e-01,3.773765e-03,-3.435169e-03,4.682982e-02,-1.384094e-04,1.194189e-04,-1.252715e-03,1.265983e-03
249.240,3.841638e-01,4.264185e-02,1.388773e-02,3.815371e-01,3.768295e-03,-3.428508e-03,4.677240e-02,-1.383506e-04,1.190408e-04,-1.251868e-03,1.265103e-03
249.540,3.837886e-01,4.260062e-02,1.392369e-02,3.811627e-01,3.769065e-03,-3.413577e-03,4.673219e-02,-1.382926e-04,1.194286e-04,-1.251439e-03,1.264708e-03
249.840,3.834140e-01,4.255957e-02,1.395968e-02,3.807888e-01,3.772304e-03,-3.401099e-03,4.670162e-02,-1.374408e-04,1.195780e-04,-1.249378e-03,1.262590e-03
250.140,3.830400e-01,4.251870e-02,1.399576e-02,3.804154e-01,3.773001e-03,-3.391377e-03,4.666021e-02,-1.370473e-04,1.197383e-04,-1.248028e-03,1.261226e-03
250.440,3.826662e-01,4.247789e-02,1.403183e-02,3.800423e-01,3.770291e-03,-3.389732e-03,4.661498e-02,-1.369509e-04,1.195397e-04,-1.246717e-03,1.259900e-03
250.740,3.822929e-01,4.243705e-02,1.406779e-02,3.796697e-01,3.762666e-03,-3.403104e-03,4.657756e-02,-1.372085e-04,1.187414e-04,-1.245076e-03,1.258228e-03
251.040,3.819201e-01,4.239612e-02,1.410351e-02,3.792975e-01,3.756855e-03,-3.414286e-03,4.654614e-02,-1.372743e-04,1.179247e-04,-1.243127e-03,1.256231e-03
251.340,3.815476e-01,4.235520e-02,1.413911e-02,3.789257e-01,3.754161e-03,-3.406521e-03,4.649215e-02,-1.375109e-04,1.181781e-04,-1.243078e-03,1.256231e-03
251.640,3.811753e-01,4.231427e-02,1.417468e-02,3.785541e-01,3.749693e-03,-3.396366e-03,4.643541e-02,-1.373198e-04,1.178889e-04,-1.242171e-03,1.255287e-03
251.940,3.808033e-01,4.227345e-02,1.421027e-02,3.781827e-01,3.751762e-03,-3.379964e-03,4.639624e-02,-1.368256e-04,1.182557e-04,-1.241158e-03,1.254265e-03
252.240,3.804317e-01,4.223277e-02,1.424591e-02,3.778117e-01,3.751581e-03,-3.365424e-03,4.634975e-02,-1.364743e-04,1.183416e-04,-1.240227e-03,1.253312e-03
252.540,3.800603e-01,4.219220e-02,1.428162e-02,3.774410e-01,3.754100e-03,-3.349474e-03,4.630729e-02,-1.358197e-04,1.186389e-04,-1.238753e-03,1.251811e-03
252.840,3.796895e-01,4.215181e-02,1.431743e-02,3.770707e-01,3.755571e-03,-3.342049e-03,4.626898e-02,-1.354153e-04,1.188638e-04,-1.237219e-03,1.250271e-03
253.140,3.793191e-01,4.211145e-02,1.435319e-02,3.767009e-01,3.750474e-03,-3.349020e-03,4.622594e-02,-1.356246e-04,1.183642e-04,-1.235882e-03,1.248923e-03
253.440,3.789491e-01,4.207103e-02,1.438884e-02,3.763315e-01,3.747220e-03,-3.350035e-03,4.618083e-02,-1.356717e-04,1.181320e-04,-1.234636e-03,1.247673e-03
253.740,3.785794e-01,4.203055e-02,1.442432e-02,3.759624e-01,3.741131e-03,-3.357179e-03,4.613555e-02,-1.359538e-04,1.176226e-04,-1.233501e-03,1.246532e-03
254.040,3.782101e-01,4.199010e-02,1.445980e-02,3.755937e-01,3.738754e-03,-3.349986e-03,4.608047e-02,-1.355905e-04,1.175670e-04,-1.232115e-03,1.245116e-03
254.340,3.778411e-01,4.194964e-02,1.449519e-02,3.752253e-01,3.732382e-03,-3.354918e-03,4.603259e-02,-1.360714e-04,1.171844e-04,-1.231566e-03,1.244589e-03
254.640,3.774723e-01,4.190911e-02,1.453046e-02,3.748571e-01,3.728526e-03,-3.345734e-03,4.597316e-02,-1.359839e-04,1.171175e-04,-1.230924e-03,1.243939e-03
254.940,3.771038e-01,4.186867e-02,1.456576e-02,3.744892e-01,3.726176e-03,-3.340027e-03,4.592966e-02,-1.356790e-04,1.169561e-04,-1.229490e-03,1.242471e-03
255.240,3.767358e-01,4.182828e-02,1.460098e-02,3.741217e-01,3.725058e-03,-3.339077e-03,4.590335e-02,-1.353901e-04,1.166685e-04,-1.227732e-03,1.240673e-03
255.540,3.763682e-01,4.178798e-02,1.463617e-02,3.737547e-01,3.723940e-03,-3.328929e-03,4.585469e-02,-1.352730e-04,1.169061e-04,-1.227086e-03,1.240043e-03
255.840,3.760007e-01,4.174766e-02,1.467130e-02,3.733878e-01,3.717472e-03,-3.327786e-03,4.580669e-02,-1.355497e-04,1.164391e-04,-1.226391e-03,1.239341e-03
256.140,3.756338e-01,4.170736e-02,1.470627e-02,3.730214e-01,3.717129e-03,-3.325979e-03,4.578344e-02,-1.350515e-04,1.160887e-04,-1.224354e-03,1.237238e-03
256.440,3.752674e-01,4.166728e-02,1.474136e-02,3.726555e-01,3.723400e-03,-3.304622e-03,4.574909e-02,-1.340293e-04,1.167543e-04,-1.222566e-03,1.235420e-03
256.740,3.749014e-01,4.162746e-02,1.477665e-02,3.722901e-01,3.726710e-03,-3.289682e-03,4.570305e-02,-1.334448e-04,1.172599e-04,-1.221252e-03,1.234104e-03
257.040,3.745358e-01,4.158767e-02,1.481197e-02,3.719249e-01,3.722141e-03,-3.290689e-03,4.564744e-02,-1.337403e-04,1.170751e-04,-1.220592e-03,1.233465e-03
257.340,3.741704e-01,4.154774e-02,1.484712e-02,3.715600e-01,3.712287e-03,-3.303970e-03,4.559482e-02,-1.342418e-04,1.161634e-04,-1.219488e-03,1.232342e-03
257.640,3.738053e-01,4.150769e-02,1.488209e-02,3.711954e-01,3.706803e-03,-3.306207e-03,4.554376e-02,-1.344958e-04,1.159330e-04,-1.218740e-03,1.231607e-03
257.940,3.734405e-01,4.146766e-02,1.491702e-02,3.708312e-01,3.705693e-03,-3.304041e-03,4.550862e-02,-1.341967e-04,1.158717e-04,-1.217090e-03,1.229936e-03
258.240,3.730763e-01,4.142774e-02,1.495193e-02,3.704674e-01,3.705328e-03,-3.297198e-03,4.546461e-02,-1.337126e-04,1.158407e-04,-1.215470e-03,1.228278e-03
258.540,3.727124e-01,4.138797e-02,1.498696e-02,3.701040e-01,3.707681e-03,-3.283184e-03,4.541806e-02,-1.332291e-04,1.164089e-04,-1.214360e-03,1.227180e-03
258.840,3.723489e-01,4.134828e-02,1.502205e-02,3.697410e-01,3.705723e-03,-3.280082e-03,4.536993e-02,-1.332151e-04,1.164310e-04,-1.213408e-03,1.226238e-03
259.140,3.719857e-01,4.130856e-02,1.505705e-02,3.693782e-01,3.697988e-03,-3.286801e-03,4.531552e-02,-1.334773e-04,1.157854e-04,-1.212355e-03,1.225165e-03
259.440,3.716227e-01,4.126871e-02,1.509188e-02,3.690157e-01,3.688672e-03,-3.294056e-03,4.525864e-02,-1.338884e-04,1.150640e-04,-1.211543e-03,1.224337e-03
259.740,3.712599e-01,4.122880e-02,1.512661e-02,3.686533e-01,3.687388e-03,-3.280627e-03,4.520734e-02,-1.336688e-04,1.152557e-04,-1.210865e-03,1.223661e-03
260.040,3.708975e-01,4.118906e-02,1.516139e-02,3.682914e-01,3.689286e-03,-3.270450e-03,4.517906e-02,-1.329426e-04,1.152822e-04,-1.208842e-03,1.221582e-03
260.340,3.705357e-01,4.114943e-02,1.519612e-02,3.679300e-01,3.686517e-03,-3.270902e-03,4.514323e-02,-1.331543e-04,1.150621e-04,-1.208030e-03,1.220781e-03
260.640,3.701741e-01,4.110973e-02,1.523071e-02,3.675689e-01,3.682167e-03,-3.265643e-03,4.509298e-02,-1.331358e-04,1.148454e-04,-1.207158e-03,1.219896e-03
260.940,3.698129e-01,4.107014e-02,1.526532e-02,3.672081e-01,3.683378e-03,-3.255295e-03,4.505693e-02,-1.325449e-04,1.149106e-04,-1.205496e-03,1.218192e-03
261.240,3.694521e-01,4.103068e-02,1.529995e-02,3.668477e-01,3.680509e-03,-3.251210e-03,4.501318e-02,-1.324540e-04,1.147161e-04,-1.204397e-03,1.217077e-03
261.540,3.690916e-01,4.099119e-02,1.533450e-02,3.664876e-01,3.676264e-03,-3.251114e-03,4.496970e-02,-1.326776e-04,1.144878e-04,-1.203686e-03,1.216376e-03
261.840,3.687313e-01,4.095165e-02,1.536890e-02,3.661278e-01,3.671282e-03,-3.246530e-03,4.491751e-02,-1.327398e-04,1.141732e-04,-1.202959e-03,1.215634e-03
262.140,3.683715e-01,4.091218e-02,1.540327e-02,3.657683e-01,3.668795e-03,-3.243359e-03,4.487983e-02,-1.320612e-04,1.136600e-04,-1.200650e-03,1.213227e-03
262.440,3.680119e-01,4.087278e-02,1.543763e-02,3.654091e-01,3.668088e-03,-3.231933e-03,4.483427e-02,-1.322211e-04,1.140497e-04,-1.200578e-03,1.213210e-03
262.740,3.676527e-01,4.083347e-02,1.547200e-02,3.650503e-01,3.669768e-03,-3.222320e-03,4.480476e-02,-1.317391e-04,1.141237e-04,-1.198964e-03,1.211567e-03
263.040,3.672940e-01,4.079429e-02,1.550637e-02,3.646921e-01,3.669932e-03,-3.217609e-03,4.477055e-02,-1.313860e-04,1.140654e-04,-1.197410e-03,1.209986e-03
263.340,3.669357e-01,4.075514e-02,1.554069e-02,3.643341e-01,3.664864e-03,-3.219992e-03,4.472369e-02,-1.314846e-04,1.136866e-04,-1.196320e-03,1.208882e-03
263.640,3.665777e-01,4.071593e-02,1.557491e-02,3.639764e-01,3.660363e-03,-3.222227e-03,4.468134e-02,-1.316165e-04,1.133454e-04,-1.195261e-03,1.207816e-03
263.940,3.662200e-01,4.067676e-02,1.560908e-02,3.636191e-01,3.659786e-03,-3.213999e-03,4.463544e-02,-1.313963e-04,1.135142e-04,-1.194260e-03,1.206817e-03
264.240,3.658627e-01,4.063763e-02,1.564324e-02,3.632622e-01,3.656412e-03,-3.210253e-03,4.458818e-02,-1.313258e-04,1.133861e-04,-1.193272e-03,1.205820e-03
264.540,3.655056e-01,4.059852e-02,1.567737e-02,3.629054e-01,3.652595e-03,-3.207382e-03,4.454168e-02,-1.310999e-04,1.129979e-04,-1.191866e-03,1.204367e-03
264.840,3.651489e-01,4.055946e-02,1.571146e-02,3.625491e-01,3.652136e-03,-3.198795e-03,4.449727e-02,-1.308319e-04,1.130190e-04,-1.190723e-03,1.203209e-03
265.140,3.647926e-01,4.052052e-02,1.574562e-02,3.621931e-01,3.652520e-03,-3.190067e-03,4.445506e-02,-1.304591e-04,1.132449e-04,-1.189434e-03,1.201914e-03
265.440,3.644367e-01,4.048162e-02,1.577974e-02,3.618375e-01,3.650372e-03,-3.187523e-03,4.441209e-02,-1.305895e-04,1.131983e-04,-1.188633e-03,1.201131e-03
265.740,3.640811e-01,4.044273e-02,1.581386e-02,3.614821e-01,3.649503e-03,-3.178824e-03,4.436432e-02,-1.303578e-04,1.133357e-04,-1.187552e-03,1.200049e-03
266.040,3.637258e-01,4.040395e-02,1.584801e-02,3.611272e-01,3.649802e-03,-3.170306e-03,4.431897e-02,-1.299614e-04,1.134854e-04,-1.186179e-03,1.198661e-03
266.340,3.633710e-01,4.036525e-02,1.588218e-02,3.607726e-01,3.648282e-03,-3.171614e-03,4.428367e-02,-1.299078e-04,1.133164e-04,-1.184729e-03,1.197205e-03
266.640,3.630167e-01,4.032655e-02,1.591626e-02,3.604186e-01,3.645600e-03,-3.174185e-03,4.424516e-02,-1.298368e-04,1.130217e-04,-1.183202e-03,1.195658e-03
266.940,3.626627e-01,4.028786e-02,1.595031e-02,3.600648e-01,3.641418e-03,-3.172797e-03,4.419019e-02,-1.297847e-04,1.128175e-04,-1.182100e-03,1.194543e-03
267.240,3.623089e-01,4.024913e-02,1.598428e-02,3.597114e-01,3.635996e-03,-3.175894e-03,4.414172e-02,-1.300605e-04,1.124897e-04,-1.181262e-03,1.193712e-03
267.540,3.619555e-01,4.021036e-02,1.601813e-02,3.593583e-01,3.631228e-03,-3.178761e-03,4.409711e-02,-1.302208e-04,1.121857e-04,-1.180293e-03,1.192743e-03
267.840,3.616024e-01,4.017156e-02,1.605189e-02,3.590054e-01,3.623898e-03,-3.182984e-03,4.404646e-02,-1.300460e-04,1.114768e-04,-1.178512e-03,1.190894e-03
268.140,3.612496e-01,4.013273e-02,1.608551e-02,3.586529e-01,3.621845e-03,-3.178220e-03,4.400605e-02,-1.302018e-04,1.114779e-04,-1.177999e-03,1.190404e-03
268.440,3.608973e-01,4.009406e-02,1.611922e-02,3.583008e-01,3.627470e-03,-3.156085e-03,4.396612e-02,-1.291264e-04,1.121450e-04,-1.176194e-03,1.188563e-03
268.740,3.605454e-01,4.005565e-02,1.615313e-02,3.579492e-01,3.630321e-03,-3.144324e-03,4.392663e-02,-1.287370e-04,1.126339e-04,-1.175119e-03,1.187503e-03
269.040,3.601939e-01,4.001730e-02,1.618706e-02,3.575979e-01,3.627267e-03,-3.143903e-03,4.387860e-02,-1.287560e-04,1.124993e-04,-1.174086e-03,1.186470e-03
269.340,3.598427e-01,3.997889e-02,1.622090e-02,3.572469e-01,3.622082e-03,-3.148247e-03,4.383423e-02,-1.289074e-04,1.120636e-04,-1.172863e-03,1.185236e-03
269.640,3.594918e-01,3.994045e-02,1.625464e-02,3.568962e-01,3.616439e-03,-3.150834e-03,4.378157e-02,-1.290327e-04,1.116691e-04,-1.171889e-03,1.184248e-03
269.940,3.591412e-01,3.990193e-02,1.628825e-02,3.565458e-01,3.610412e-03,-3.154306e-03,4.373467e-02,-1.292837e-04,1.112537e-04,-1.170990e-03,1.183346e-03
270.240,3.587909e-01,3.986341e-02,1.632177e-02,3.561958e-01,3.607146e-03,-3.151904e-03,4.369062e-02,-1.288952e-04,1.109279e-04,-1.169233e-03,1.181534e-03
270.540,3.584410e-01,3.982498e-02,1.635529e-02,3.558461e-01,3.607508e-03,-3.142239e-03,4.364984e-02,-1.288461e-04,1.113224e-04,-1.168708e-03,1.181047e-03
270.840,3.580915e-01,3.978668e-02,1.638886e-02,3.554968e-01,3.608472e-03,-3.134516e-03,4.361280e-02,-1.283014e-04,1.114103e-04,-1.167068e-03,1.179373e-03
271.140,3.577425e-01,3.974846e-02,1.642243e-02,3.551479e-01,3.605523e-03,-3.136714e-03,4.357940e-02,-1.282579e-04,1.111225e-04,-1.165617e-03,1.177906e-03
271.440,3.573938e-01,3.971022e-02,1.645589e-02,3.547994e-01,3.601194e-03,-3.138613e-03,4.353435e-02,-1.282992e-04,1.107984e-04,-1.164521e-03,1.176795e-03
271.740,3.570454e-01,3.967199e-02,1.648931e-02,3.544512e-01,3.599666e-03,-3.130486e-03,4.348596e-02,-1.282589e-04,1.109835e-04,-1.163873e-03,1.176167e-03
272.040,3.566974e-01,3.963380e-02,1.652273e-02,3.541033e-01,3.597796e-03,-3.123189e-03,4.343564e-02,-1.278830e-04,1.109425e-04,-1.162578e-03,1.174840e-03
272.340,3.563496e-01,3.959575e-02,1.655626e-02,3.537557e-01,3.600090e-03,-3.109734e-03,4.339257e-02,-1.275075e-04,1.114980e-04,-1.161642e-03,1.173926e-03
272.640,3.560023e-01,3.955775e-02,1.658980e-02,3.534085e-01,3.596647e-03,-3.111638e-03,4.335156e-02,-1.275399e-04,1.112608e-04,-1.160461e-03,1.172739e-03
272.940,3.556553e-01,3.951975e-02,1.662323e-02,3.530617e-01,3.590841e-03,-3.116092e-03,4.330423e-02,-1.274541e-04,1.105746e-04,-1.158797e-03,1.171017e-03
273.240,3.553086e-01,3.948173e-02,1.665662e-02,3.527151e-01,3.590480e-03,-3.107842e-03,4.325931e-02,-1.274068e-04,1.109216e-04,-1.158186e-03,1.170441e-03
273.540,3.549623e-01,3.944385e-02,1.669008e-02,3.523689e-01,3.593056e-03,-3.098119e-03,4.322468e-02,-1.268483e-04,1.111818e-04,-1.156544e-03,1.168780e-03
