t_s,theta_s_norm_deg,theta_s_x_deg,theta_s_y_deg,theta_s_z_deg,hw_x_Nms,hw_y_Nms,hw_z_Nms,omega_s_x_dps,omega_s_y_dps,omega_s_z_dps,omega_s_norm_dps
423.240,2.192392e-01,2.445743e-02,3.015668e-02,2.157736e-01,2.676868e-03,-1.782214e-03,2.634109e-02,-7.797887e-05,7.052410e-05,-7.106829e-04,7.184181e-04
423.540,2.190304e-01,2.443415e-02,3.017786e-02,2.155611e-01,2.675470e-03,-1.779950e-03,2.631501e-02,-7.790224e-05,7.045571e-05,-7.099933e-04,7.177209e-04
423.840,2.188218e-01,2.441089e-02,3.019903e-02,2.153488e-01,2.674074e-03,-1.777689e-03,2.628894e-02,-7.782569e-05,7.038738e-05,-7.093044e-04,7.170244e-04
424.140,2.186135e-01,2.438766e-02,3.022017e-02,2.151368e-01,2.672678e-03,-1.775430e-03,2.626291e-02,-7.774922e-05,7.031910e-05,-7.086162e-04,7.163286e-04
424.440,2.184053e-01,2.436445e-02,3.024129e-02,2.149249e-01,2.671284e-03,-1.773172e-03,2.623690e-02,-7.767282e-05,7.025089e-05,-7.079286e-04,7.156334e-04
424.740,2.181974e-01,2.434126e-02,3.026239e-02,2.147133e-01,2.669892e-03,-1.770917e-03,2.621091e-02,-7.759651e-05,7.018274e-05,-7.072417e-04,7.149390e-04
425.040,2.179897e-01,2.431809e-02,3.028347e-02,2.145018e-01,2.668501e-03,-1.768664e-03,2.618495e-02,-7.752027e-05,7.011465e-05,-7.065555e-04,7.142451e-04
425.340,2.177821e-01,2.429495e-02,3.030453e-02,2.142906e-01,2.667111e-03,-1.766412e-03,2.615901e-02,-7.744410e-05,7.004662e-05,-7.058699e-04,7.135520e-04
425.640,2.175749e-01,2.427183e-02,3.032557e-02,2.140796e-01,2.665723e-03,-1.764163e-03,2.613310e-02,-7.736802e-05,6.997864e-05,-7.051850e-04,7.128595e-04
425.940,2.173678e-01,2.424873e-02,3.034659e-02,2.138687e-01,2.664336e-03,-1.761915e-03,2.610721e-02,-7.729200e-05,6.991073e-05,-7.045008e-04,7.121677e-04
426.240,2.171609e-01,2.422566e-02,3.036759e-02,2.136581e-01,2.662951e-03,-1.759670e-03,2.608135e-02,-7.721607e-05,6.984288e-05,-7.038172e-04,7.114766e-04
426.540,2.169542e-01,2.420261e-02,3.038857e-02,2.134477e-01,2.661566e-03,-1.757427e-03,2.605551e-02,-7.714021e-05,6.977509e-05,-7.031343e-04,7.107862e-04
426.840,2.167478e-01,2.417958e-02,3.040953e-02,2.132375e-01,2.660184e-03,-1.755185e-03,2.602970e-02,-7.706443e-05,6.970736e-05,-7.024520e-04,7.100964e-04
427.140,2.165416e-01,2.415657e-02,3.043047e-02,2.130275e-01,2.658802e-03,-1.752946e-03,2.600392e-02,-7.698872e-05,6.963969e-05,-7.017704e-04,7.094072e-04
427.440,2.163355e-01,2.413359e-02,3.045138e-02,2.128176e-01,2.657422e-03,-1.750708e-03,2.597815e-02,-7.691309e-05,6.957208e-05,-7.010894e-04,7.087188e-04
427.740,2.161297e-01,2.411062e-02,3.047228e-02,2.126080e-01,2.656044e-03,-1.748473e-03,2.595242e-02,-7.683753e-05,6.950453e-05,-7.004091e-04,7.080309e-04
428.040,2.159241e-01,2.408769e-02,3.049316e-02,2.123986e-01,2.654666e-03,-1.746240e-03,2.592671e-02,-7.676205e-05,6.943704e-05,-6.997295e-04,7.073438e-04
428.340,2.157188e-01,2.406477e-02,3.051401e-02,2.121894e-01,2.653291e-03,-1.744008e-03,2.590102e-02,-7.668665e-05,6.936961e-05,-6.990505e-04,7.066573e-04
428.640,2.155136e-01,2.404187e-02,3.053485e-02,2.119805e-01,2.651916e-03,-1.741779e-03,2.587536e-02,-7.661131e-05,6.930224e-05,-6.983722e-04,7.059715e-04
428.940,2.153086e-01,2.401900e-02,3.055566e-02,2.117717e-01,2.650543e-03,-1.739552e-03,2.584972e-02,-7.653606e-05,6.923493e-05,-6.976945e-04,7.052864e-04
429.240,2.151039e-01,2.399615e-02,3.057646e-02,2.115631e-01,2.649171e-03,-1.737326e-03,2.582411e-02,-7.646088e-05,6.916769e-05,-6.970175e-04,7.046019e-04
429.540,2.148993e-01,2.397332e-02,3.059723e-02,2.113547e-01,2.647801e-03,-1.735103e-03,2.579852e-02,-7.638577e-05,6.910050e-05,-6.963411e-04,7.039181e-04
429.840,2.146950e-01,2.395052e-02,3.061799e-02,2.111465e-01,2.646431e-03,-1.732882e-03,2.577296e-02,-7.631074e-05,6.903338e-05,-6.956654e-04,7.032349e-04
430.140,2.144909e-01,2.392774e-02,3.063872e-02,2.109385e-01,2.645064e-03,-1.730663e-03,2.574742e-02,-7.623578e-05,6.896632e-05,-6.949904e-04,7.025524e-04
430.440,2.142869e-01,2.390498e-02,3.065944e-02,2.107307e-01,2.643697e-03,-1.728445e-03,2.572190e-02,-7.616090e-05,6.889932e-05,-6.943160e-04,7.018705e-04
430.740,2.140832e-01,2.388224e-02,3.068013e-02,2.105232e-01,2.642332e-03,-1.726230e-03,2.569642e-02,-7.608609e-05,6.883238e-05,-6.936422e-04,7.011894e-04
431.040,2.138797e-01,2.385952e-02,3.070080e-02,2.103158e-01,2.640968e-03,-1.724017e-03,2.567095e-02,-7.601135e-05,6.876550e-05,-6.929691e-04,7.005088e-04
431.340,2.136765e-01,2.383683e-02,3.072146e-02,2.101086e-01,2.639606e-03,-1.721806e-03,2.564551e-02,-7.593669e-05,6.869868e-05,-6.922967e-04,6.998290e-04
431.640,2.134734e-01,2.381416e-02,3.074209e-02,2.099016e-01,2.638245e-03,-1.719597e-03,2.562010e-02,-7.586210e-05,6.863193e-05,-6.916249e-04,6.991498e-04
431.940,2.132705e-01,2.379151e-02,3.076271e-02,2.096949e-01,2.636885e-03,-1.717390e-03,2.559471e-02,-7.578759e-05,6.856523e-05,-6.909537e-04,6.984712e-04
432.240,2.130679e-01,2.376888e-02,3.078330e-02,2.094883e-01,2.635527e-03,-1.715185e-03,2.556934e-02,-7.571315e-05,6.849860e-05,-6.902832e-04,6.977933e-04
432.540,2.128654e-01,2.374628e-02,3.080387e-02,2.092819e-01,2.634170e-03,-1.712982e-03,2.554400e-02,-7.563878e-05,6.843203e-05,-6.896134e-04,6.971161e-04
432.840,2.126632e-01,2.372369e-02,3.082442e-02,2.090757e-01,2.632814e-03,-1.710781e-03,2.551868e-02,-7.556449e-05,6.836552e-05,-6.889442e-04,6.964395e-04
433.140,2.124611e-01,2.370113e-02,3.084496e-02,2.088698e-01,2.631460e-03,-1.708582e-03,2.549339e-02,-7.549027e-05,6.829907e-05,-6.882757e-04,6.957636e-04
433.440,2.122593e-01,2.367860e-02,3.086547e-02,2.086640e-01,2.630107e-03,-1.706385e-03,2.546812e-02,-7.541612e-05,6.823269e-05,-6.876078e-04,6.950883e-04
433.740,2.120577e-01,2.365608e-02,3.088596e-02,2.084584e-01,2.628755e-03,-1.704190e-03,2.544288e-02,-7.534205e-05,6.816636e-05,-6.869405e-04,6.944137e-04
434.040,2.118563e-01,2.363358e-02,3.090644e-02,2.082530e-01,2.627405e-03,-1.701998e-03,2.541766e-02,-7.526805e-05,6.810010e-05,-6.862739e-04,6.937397e-04
434.340,2.116551e-01,2.361111e-02,3.092689e-02,2.080479e-01,2.626056e-03,-1.699807e-03,2.539247e-02,-7.519412e-05,6.803390e-05,-6.856079e-04,6.930664e-04
434.640,2.114541e-01,2.358866e-02,3.094732e-02,2.078429e-01,2.624708e-03,-1.697618e-03,2.536730e-02,-7.512027e-05,6.796776e-05,-6.849426e-04,6.923937e-04
434.940,2.112533e-01,2.356623e-02,3.096774e-02,2.076381e-01,2.623362e-03,-1.695432e-03,2.534215e-02,-7.504649e-05,6.790168e-05,-6.842779e-04,6.917217e-04
435.240,2.110527e-01,2.354383e-02,3.098813e-02,2.074335e-01,2.622016e-03,-1.693247e-03,2.531703e-02,-7.497278e-05,6.783567e-05,-6.836139e-04,6.910503e-04
435.540,2.108523e-01,2.352144e-02,3.100850e-02,2.072291e-01,2.620673e-03,-1.691064e-03,2.529193e-02,-7.489914e-05,6.776971e-05,-6.829505e-04,6.903796e-04
435.840,2.106522e-01,2.349908e-02,3.102886e-02,2.070250e-01,2.619330e-03,-1.688884e-03,2.526686e-02,-7.482558e-05,6.770382e-05,-6.822878e-04,6.897095e-04
436.140,2.104522e-01,2.347674e-02,3.104919e-02,2.068210e-01,2.617989e-03,-1.686705e-03,2.524181e-02,-7.475209e-05,6.763799e-05,-6.816257e-04,6.890401e-04
436.440,2.102524e-01,2.345442e-02,3.106951e-02,2.066172e-01,2.616649e-03,-1.684529e-03,2.521679e-02,-7.467867e-05,6.757222e-05,-6.809642e-04,6.883714e-04
436.740,2.100529e-01,2.343212e-02,3.108980e-02,2.064136e-01,2.615311e-03,-1.682354e-03,2.519179e-02,-7.460532e-05,6.750651e-05,-6.803034e-04,6.877032e-04
437.040,2.098535e-01,2.340985e-02,3.111007e-02,2.062102e-01,2.613974e-03,-1.680182e-03,2.516681e-02,-7.453205e-05,6.744086e-05,-6.796432e-04,6.870358e-04
437.340,2.096544e-01,2.338759e-02,3.113033e-02,2.060070e-01,2.612638e-03,-1.678012e-03,2.514186e-02,-7.445885e-05,6.737528e-05,-6.789836e-04,6.863689e-04
437.640,2.094555e-01,2.336536e-02,3.115056e-02,2.058040e-01,2.611303e-03,-1.675843e-03,2.511693e-02,-7.438572e-05,6.730975e-05,-6.783247e-04,6.857028e-04
437.940,2.092567e-01,2.334315e-02,3.117078e-02,2.056012e-01,2.609970e-03,-1.673677e-03,2.509203e-02,-7.431266e-05,6.724429e-05,-6.776665e-04,6.850372e-04
438.240,2.090582e-01,2.332097e-02,3.119097e-02,2.053986e-01,2.608638e-03,-1.671513e-03,2.506715e-02,-7.423967e-05,6.717889e-05,-6.770088e-04,6.843723e-04
438.540,2.088599e-01,2.329880e-02,3.121115e-02,2.051962e-01,2.607307e-03,-1.669351e-03,2.504229e-02,-7.416676e-05,6.711355e-05,-6.763518e-04,6.837081e-04
438.840,2.086618e-01,2.327665e-02,3.123131e-02,2.049940e-01,2.605978e-03,-1.667191e-03,2.501746e-02,-7.409391e-05,6.704828e-05,-6.756955e-04,6.830445e-04
439.140,2.084639e-01,2.325453e-02,3.125144e-02,2.047920e-01,2.604650e-03,-1.665033e-03,2.499266e-02,-7.402114e-05,6.698306e-05,-6.750398e-04,6.823815e-04
439.440,2.082662e-01,2.323243e-02,3.127156e-02,2.045902e-01,2.603323e-03,-1.662876e-03,2.496787e-02,-7.394844e-05,6.691791e-05,-6.743847e-04,6.817192e-04
439.740,2.080687e-01,2.321035e-02,3.129166e-02,2.043886e-01,2.601998e-03,-1.660722e-03,2.494311e-02,-7.387582e-05,6.685282e-05,-6.737302e-04,6.810575e-04
440.040,2.078714e-01,2.318829e-02,3.131173e-02,2.041871e-01,2.600674e-03,-1.658570e-03,2.491838e-02,-7.380326e-05,6.678779e-05,-6.730764e-04,6.803965e-04
440.340,2.076743e-01,2.316626e-02,3.133179e-02,2.039859e-01,2.599351e-03,-1.656420e-03,2.489367e-02,-7.373077e-05,6.672282e-05,-6.724232e-04,6.797361e-04
440.640,2.074774e-01,2.314424e-02,3.135183e-02,2.037849e-01,2.598029e-03,-1.654273e-03,2.486898e-02,-7.365836e-05,6.665791e-05,-6.717707e-04,6.790764e-04
440.940,2.072807e-01,2.312225e-02,3.137185e-02,2.035840e-01,2.596709e-03,-1.652127e-03,2.484432e-02,-7.358602e-05,6.659306e-05,-6.711188e-04,6.784172e-04
441.240,2.070842e-01,2.310028e-02,3.139185e-02,2.033834e-01,2.595390e-03,-1.649983e-03,2.481968e-02,-7.351375e-05,6.652828e-05,-6.704675e-04,6.777588e-04
441.540,2.068879e-01,2.307833e-02,3.141183e-02,2.031829e-01,2.594073e-03,-1.647841e-03,2.479506e-02,-7.344155e-05,6.646356e-05,-6.698168e-04,6.771009e-04
441.840,2.066919e-01,2.305640e-02,3.143179e-02,2.029827e-01,2.592756e-03,-1.645701e-03,2.477047e-02,-7.336942e-05,6.639890e-05,-6.691668e-04,6.764437e-04
442.140,2.064960e-01,2.303449e-02,3.145173e-02,2.027826e-01,2.591441e-03,-1.643564e-03,2.474591e-02,-7.329736e-05,6.633430e-05,-6.685174e-04,6.757871e-04
442.440,2.063003e-01,2.301260e-02,3.147165e-02,2.025827e-01,2.590127e-03,-1.641428e-03,2.472136e-02,-7.322537e-05,6.626976e-05,-6.678686e-04,6.751312e-04
442.740,2.061048e-01,2.299074e-02,3.149155e-02,2.023831e-01,2.588815e-03,-1.639294e-03,2.469684e-02,-7.315345e-05,6.620528e-05,-6.672205e-04,6.744759e-04
443.040,2.059096e-01,2.296890e-02,3.151143e-02,2.021836e-01,2.587504e-03,-1.637162e-03,2.467235e-02,-7.308161e-05,6.614087e-05,-6.665730e-04,6.738213e-04
443.340,2.057145e-01,2.294708e-02,3.153130e-02,2.019843e-01,2.586472e-03,-1.634066e-03,2.464745e-02,-7.299631e-05,6.610726e-05,-6.659561e-04,6.731985e-04
443.640,2.055196e-01,2.292529e-02,3.155116e-02,2.017852e-01,2.585868e-03,-1.629601e-03,2.462213e-02,-7.287354e-05,6.613911e-05,-6.653682e-04,6.726067e-04
443.940,2.053249e-01,2.290353e-02,3.157101e-02,2.015863e-01,2.584362e-03,-1.627940e-03,2.459749e-02,-7.281943e-05,6.604029e-05,-6.647139e-04,6.719439e-04
444.240,2.051305e-01,2.288179e-02,3.159085e-02,2.013876e-01,2.583033e-03,-1.625848e-03,2.457304e-02,-7.273806e-05,6.598010e-05,-6.640486e-04,6.712710e-04
444.540,2.049362e-01,2.286006e-02,3.161066e-02,2.011890e-01,2.581673e-03,-1.623667e-03,2.454831e-02,-7.269686e-05,6.589986e-05,-6.634530e-04,6.706695e-04
444.840,2.047421e-01,2.283835e-02,3.163044e-02,2.009907e-01,2.580159e-03,-1.622306e-03,2.452448e-02,-7.265344e-05,6.579608e-05,-6.628029e-04,6.700115e-04
445.140,2.045482e-01,2.281666e-02,3.165020e-02,2.007925e-01,2.578690e-03,-1.620885e-03,2.450077e-02,-7.257852e-05,6.570668e-05,-6.621059e-04,6.693051e-04
445.440,2.043545e-01,2.279499e-02,3.166993e-02,2.005946e-01,2.577423e-03,-1.618778e-03,2.447681e-02,-7.250064e-05,6.564821e-05,-6.614486e-04,6.686407e-04
445.740,2.041611e-01,2.277334e-02,3.168964e-02,2.003968e-01,2.576189e-03,-1.616398e-03,2.445250e-02,-7.244272e-05,6.558219e-05,-6.608407e-04,6.680265e-04
446.040,2.039678e-01,2.275171e-02,3.170933e-02,2.001993e-01,2.574769e-03,-1.614841e-03,2.442887e-02,-7.238639e-05,6.549117e-05,-6.601860e-04,6.673638e-04
446.340,2.037747e-01,2.273010e-02,3.172899e-02,2.000019e-01,2.573344e-03,-1.613369e-03,2.440536e-02,-7.230596e-05,6.541061e-05,-6.594900e-04,6.666586e-04
446.640,2.035819e-01,2.270851e-02,3.174864e-02,1.998047e-01,2.572455e-03,-1.609910e-03,2.438079e-02,-7.222074e-05,6.540338e-05,-6.589132e-04,6.660781e-04
446.940,2.033892e-01,2.268695e-02,3.176827e-02,1.996077e-01,2.571023e-03,-1.608222e-03,2.435677e-02,-7.215842e-05,6.531152e-05,-6.582569e-04,6.654131e-04
447.240,2.031967e-01,2.266540e-02,3.178788e-02,1.994110e-01,2.569518e-03,-1.606878e-03,2.433306e-02,-7.208794e-05,6.522355e-05,-6.575749e-04,6.647222e-04
447.540,2.030045e-01,2.264388e-02,3.180747e-02,1.992144e-01,2.568268e-03,-1.604614e-03,2.430891e-02,-7.200871e-05,6.517350e-05,-6.569368e-04,6.640774e-04
447.840,2.028124e-01,2.262237e-02,3.182704e-02,1.990179e-01,2.567062e-03,-1.602063e-03,2.428444e-02,-7.194948e-05,6.511586e-05,-6.563475e-04,6.634824e-04
448.140,2.026205e-01,2.260089e-02,3.184659e-02,1.988217e-01,2.565658e-03,-1.600373e-03,2.426066e-02,-7.189247e-05,6.503285e-05,-6.557101e-04,6.628375e-04
448.440,2.024289e-01,2.257942e-02,3.186612e-02,1.986257e-01,2.564254e-03,-1.598722e-03,2.423693e-02,-7.181021e-05,6.495954e-05,-6.550303e-04,6.621489e-04
448.740,2.022374e-01,2.255798e-02,3.188563e-02,1.984299e-01,2.563049e-03,-1.596319e-03,2.421277e-02,-7.172651e-05,6.491603e-05,-6.543965e-04,6.615086e-04
449.040,2.020461e-01,2.253656e-02,3.190512e-02,1.982342e-01,2.561868e-03,-1.593691e-03,2.418832e-02,-7.166643e-05,6.486246e-05,-6.538139e-04,6.609204e-04
449.340,2.018550e-01,2.251516e-02,3.192459e-02,1.980387e-01,2.560478e-03,-1.591965e-03,2.416457e-02,-7.160892e-05,6.478211e-05,-6.531810e-04,6.602802e-04
449.640,2.016642e-01,2.249378e-02,3.194405e-02,1.978435e-01,2.559090e-03,-1.590258e-03,2.414083e-02,-7.152580e-05,6.471099e-05,-6.525055e-04,6.595960e-04
449.940,2.014735e-01,2.247243e-02,3.196348e-02,1.976484e-01,2.557901e-03,-1.587812e-03,2.411671e-02,-7.144148e-05,6.466851e-05,-6.518751e-04,6.589591e-04
450.240,2.012830e-01,2.245109e-02,3.198290e-02,1.974535e-01,2.556733e-03,-1.585183e-03,2.409236e-02,-7.138277e-05,6.461553e-05,-6.512966e-04,6.583752e-04
450.540,2.010927e-01,2.242977e-02,3.200229e-02,1.972588e-01,2.555343e-03,-1.583480e-03,2.406871e-02,-7.132568e-05,6.453565e-05,-6.506654e-04,6.577367e-04
450.840,2.009026e-01,2.240848e-02,3.202168e-02,1.970643e-01,2.553968e-03,-1.581749e-03,2.404503e-02,-7.124218e-05,6.446484e-05,-6.499918e-04,6.570544e-04
451.140,2.007127e-01,2.238720e-02,3.204103e-02,1.968699e-01,2.552795e-03,-1.579362e-03,2.402120e-02,-7.118205e-05,6.440970e-05,-6.493976e-04,6.564547e-04
451.440,2.005230e-01,2.236595e-02,3.206037e-02,1.966758e-01,2.551204e-03,-1.578665e-03,2.399852e-02,-7.111988e-05,6.430888e-05,-6.487003e-04,6.557482e-04
451.740,2.003335e-01,2.234471e-02,3.207968e-02,1.964818e-01,2.550106e-03,-1.576005e-03,2.397452e-02,-7.102552e-05,6.427215e-05,-6.480655e-04,6.551064e-04
452.040,2.001442e-01,2.232350e-02,3.209898e-02,1.962881e-01,2.549007e-03,-1.573161e-03,2.395014e-02,-7.096015e-05,6.422826e-05,-6.474929e-04,6.545286e-04
452.340,1.999551e-01,2.230231e-02,3.211826e-02,1.960945e-01,2.547659e-03,-1.571311e-03,2.392645e-02,-7.090140e-05,6.415391e-05,-6.468719e-04,6.539006e-04
452.640,1.997662e-01,2.228115e-02,3.213753e-02,1.959011e-01,2.546293e-03,-1.569550e-03,2.390280e-02,-7.081921e-05,6.408702e-05,-6.462084e-04,6.532287e-04
452.940,1.995774e-01,2.226000e-02,3.215677e-02,1.957079e-01,2.545131e-03,-1.567016e-03,2.387871e-02,-7.073529e-05,6.404902e-05,-6.455907e-04,6.526048e-04
453.240,1.993889e-01,2.223887e-02,3.217600e-02,1.955149e-01,2.543719e-03,-1.565442e-03,2.385531e-02,-7.070487e-05,6.395235e-05,-6.449973e-04,6.520051e-04
453.540,1.992006e-01,2.221776e-02,3.219521e-02,1.953221e-01,2.542452e-03,-1.563453e-03,2.383177e-02,-7.061294e-05,6.389727e-05,-6.443322e-04,6.513317e-04
