t_s,omega_s_x_dps,omega_s_y_dps,omega_s_z_dps,hw_x_Nms,hw_y_Nms,hw_z_Nms,theta_s_x_deg,theta_s_y_deg,theta_s_z_deg,tau_w_x_Nm,tau_w_y_Nm,tau_w_z_Nm
746.040,-2.709609e-05,2.470573e-05,-2.500157e-04,1.746595e-03,-2.654011e-04,8.913152e-03,8.972513e-03,4.427268e-02,7.383281e-02,1.225892e-04,-1.820565e-04,1.247413e-03
746.240,-2.707835e-05,2.468966e-05,-2.498539e-04,1.746270e-03,-2.648689e-04,8.907030e-03,8.967109e-03,4.427762e-02,7.378296e-02,1.225112e-04,-1.819957e-04,1.246705e-03
746.440,-2.706063e-05,2.467360e-05,-2.496922e-04,1.745945e-03,-2.643371e-04,8.900912e-03,8.961709e-03,4.428256e-02,7.373314e-02,1.224333e-04,-1.819348e-04,1.245997e-03
746.640,-2.704292e-05,2.465755e-05,-2.495305e-04,1.745620e-03,-2.638056e-04,8.894798e-03,8.956312e-03,4.428749e-02,7.368335e-02,1.223555e-04,-1.818741e-04,1.245290e-03
746.840,-2.702522e-05,2.464151e-05,-2.493690e-04,1.745295e-03,-2.632745e-04,8.888688e-03,8.950918e-03,4.429242e-02,7.363359e-02,1.222777e-04,-1.818134e-04,1.244583e-03
747.040,-2.700753e-05,2.462548e-05,-2.492076e-04,1.744971e-03,-2.627437e-04,8.882582e-03,8.945528e-03,4.429735e-02,7.358387e-02,1.221999e-04,-1.817527e-04,1.243877e-03
747.240,-2.698985e-05,2.460946e-05,-2.490463e-04,1.744646e-03,-2.622132e-04,8.876480e-03,8.940142e-03,4.430228e-02,7.353417e-02,1.221222e-04,-1.816921e-04,1.243171e-03
747.440,-2.697218e-05,2.459345e-05,-2.488851e-04,1.744322e-03,-2.616831e-04,8.870382e-03,8.934759e-03,4.430720e-02,7.348451e-02,1.220445e-04,-1.816315e-04,1.242466e-03
747.640,-2.695453e-05,2.457745e-05,-2.487240e-04,1.743999e-03,-2.611534e-04,8.864288e-03,8.929379e-03,4.431212e-02,7.343489e-02,1.219669e-04,-1.815709e-04,1.241761e-03
747.840,-2.693689e-05,2.456147e-05,-2.485630e-04,1.743675e-03,-2.606240e-04,8.858197e-03,8.924004e-03,4.431704e-02,7.338529e-02,1.218894e-04,-1.815104e-04,1.241057e-03
748.040,-2.691926e-05,2.454549e-05,-2.484021e-04,1.743352e-03,-2.600949e-04,8.852111e-03,8.918631e-03,4.432195e-02,7.333573e-02,1.218119e-04,-1.814499e-04,1.240353e-03
748.240,-2.690164e-05,2.452952e-05,-2.482413e-04,1.743028e-03,-2.595662e-04,8.846028e-03,8.913262e-03,4.432686e-02,7.328619e-02,1.217344e-04,-1.813895e-04,1.239649e-03
748.440,-2.688403e-05,2.451357e-05,-2.480807e-04,1.742705e-03,-2.590378e-04,8.839950e-03,8.907897e-03,4.433177e-02,7.323669e-02,1.216570e-04,-1.813291e-04,1.238946e-03
748.640,-2.686643e-05,2.449762e-05,-2.479201e-04,1.742383e-03,-2.585098e-04,8.833875e-03,8.902535e-03,4.433667e-02,7.318723e-02,1.215797e-04,-1.812688e-04,1.238243e-03
748.840,-2.684885e-05,2.448168e-05,-2.477596e-04,1.742060e-03,-2.579821e-04,8.827805e-03,8.897177e-03,4.434157e-02,7.313779e-02,1.215024e-04,-1.812084e-04,1.237541e-03
749.040,-2.683127e-05,2.446576e-05,-2.475992e-04,1.741738e-03,-2.574547e-04,8.821738e-03,8.891822e-03,4.434647e-02,7.308839e-02,1.214251e-04,-1.811481e-04,1.236839e-03
749.240,-2.681371e-05,2.444984e-05,-2.474390e-04,1.741416e-03,-2.569277e-04,8.815675e-03,8.886471e-03,4.435136e-02,7.303902e-02,1.213479e-04,-1.810879e-04,1.236138e-03
749.440,-2.679616e-05,2.443394e-05,-2.472788e-04,1.741094e-03,-2.564010e-04,8.809616e-03,8.881123e-03,4.435625e-02,7.298968e-02,1.212708e-04,-1.810277e-04,1.235437e-03
749.640,-2.677862e-05,2.441804e-05,-2.471188e-04,1.740772e-03,-2.558747e-04,8.803561e-03,8.875779e-03,4.436114e-02,7.294037e-02,1.211937e-04,-1.809676e-04,1.234737e-03
749.840,-2.676109e-05,2.440216e-05,-2.469588e-04,1.740451e-03,-2.553487e-04,8.797510e-03,8.870438e-03,4.436602e-02,7.289109e-02,1.211166e-04,-1.809074e-04,1.234037e-03
750.040,-2.674358e-05,2.438629e-05,-2.467990e-04,1.740129e-03,-2.548231e-04,8.791463e-03,8.865100e-03,4.437090e-02,7.284185e-02,1.210396e-04,-1.808474e-04,1.233338e-03
750.240,-2.672607e-05,2.437042e-05,-2.466392e-04,1.739808e-03,-2.542977e-04,8.785420e-03,8.859767e-03,4.437578e-02,7.279264e-02,1.209627e-04,-1.807873e-04,1.232639e-03
750.440,-2.670858e-05,2.435457e-05,-2.464796e-04,1.739487e-03,-2.537728e-04,8.779381e-03,8.854436e-03,4.438066e-02,7.274346e-02,1.208858e-04,-1.807273e-04,1.231940e-03
750.640,-2.669110e-05,2.433873e-05,-2.463200e-04,1.739167e-03,-2.532482e-04,8.773345e-03,8.849109e-03,4.438553e-02,7.269431e-02,1.208089e-04,-1.806674e-04,1.231242e-03
750.840,-2.667363e-05,2.432290e-05,-2.461606e-04,1.738846e-03,-2.527239e-04,8.767314e-03,8.843786e-03,4.439040e-02,7.264519e-02,1.207321e-04,-1.806075e-04,1.230545e-03
751.040,-2.665617e-05,2.430707e-05,-2.460013e-04,1.738526e-03,-2.521999e-04,8.761286e-03,8.838466e-03,4.439526e-02,7.259610e-02,1.206554e-04,-1.805476e-04,1.229847e-03
751.240,-2.663872e-05,2.429126e-05,-2.458420e-04,1.738206e-03,-2.516763e-04,8.755263e-03,8.833150e-03,4.440013e-02,7.254705e-02,1.205787e-04,-1.804877e-04,1.229151e-03
751.440,-2.662128e-05,2.427546e-05,-2.456829e-04,1.737886e-03,-2.511530e-04,8.749243e-03,8.827837e-03,4.440498e-02,7.249803e-02,1.205020e-04,-1.804279e-04,1.228454e-03
751.640,-2.660386e-05,2.425967e-05,-2.455239e-04,1.737567e-03,-2.506301e-04,8.743227e-03,8.822527e-03,4.440984e-02,7.244904e-02,1.204254e-04,-1.803682e-04,1.227758e-03
751.840,-2.658644e-05,2.424389e-05,-2.453649e-04,1.737247e-03,-2.501075e-04,8.737215e-03,8.817221e-03,4.441469e-02,7.240008e-02,1.203489e-04,-1.803084e-04,1.227063e-03
752.040,-2.656904e-05,2.422812e-05,-2.452061e-04,1.736928e-03,-2.495853e-04,8.731207e-03,8.811919e-03,4.441954e-02,7.235116e-02,1.202724e-04,-1.802488e-04,1.226368e-03
752.240,-2.655165e-05,2.421235e-05,-2.450474e-04,1.736609e-03,-2.490634e-04,8.725203e-03,8.806620e-03,4.442439e-02,7.230226e-02,1.201959e-04,-1.801891e-04,1.225674e-03
752.440,-2.653427e-05,2.419660e-05,-2.448888e-04,1.736290e-03,-2.485418e-04,8.719202e-03,8.801324e-03,4.442923e-02,7.225340e-02,1.201195e-04,-1.801295e-04,1.224980e-03
752.640,-2.651691e-05,2.418086e-05,-2.447303e-04,1.735972e-03,-2.480206e-04,8.713206e-03,8.796032e-03,4.443407e-02,7.220457e-02,1.200431e-04,-1.800700e-04,1.224286e-03
752.840,-2.649955e-05,2.416513e-05,-2.445719e-04,1.735653e-03,-2.474997e-04,8.707213e-03,8.790743e-03,4.443891e-02,7.215577e-02,1.199668e-04,-1.800104e-04,1.223593e-03
753.040,-2.648220e-05,2.414941e-05,-2.444136e-04,1.735335e-03,-2.469791e-04,8.701225e-03,8.785458e-03,4.444374e-02,7.210700e-02,1.198906e-04,-1.799510e-04,1.222900e-03
753.240,-2.646487e-05,2.413370e-05,-2.442554e-04,1.735017e-03,-2.464589e-04,8.695240e-03,8.780177e-03,4.444857e-02,7.205826e-02,1.198144e-04,-1.798915e-04,1.222208e-03
753.440,-2.644755e-05,2.411800e-05,-2.440973e-04,1.734700e-03,-2.459390e-04,8.689259e-03,8.774898e-03,4.445340e-02,7.200956e-02,1.197382e-04,-1.798321e-04,1.221516e-03
753.640,-2.643024e-05,2.410231e-05,-2.439393e-04,1.734382e-03,-2.454195e-04,8.683282e-03,8.769623e-03,4.445823e-02,7.196088e-02,1.196621e-04,-1.797727e-04,1.220825e-03
753.840,-2.641294e-05,2.408664e-05,-2.437814e-04,1.734065e-03,-2.449003e-04,8.677308e-03,8.764352e-03,4.446305e-02,7.191224e-02,1.195861e-04,-1.797134e-04,1.220134e-03
754.040,-2.639565e-05,2.407097e-05,-2.436236e-04,1.733748e-03,-2.443814e-04,8.671339e-03,8.759084e-03,4.446787e-02,7.186363e-02,1.195101e-04,-1.796541e-04,1.219444e-03
754.240,-2.637837e-05,2.405531e-05,-2.434659e-04,1.733431e-03,-2.438628e-04,8.665374e-03,8.753820e-03,4.447268e-02,7.181505e-02,1.194341e-04,-1.795949e-04,1.218754e-03
754.440,-2.636111e-05,2.403966e-05,-2.433083e-04,1.733114e-03,-2.433446e-04,8.659412e-03,8.748559e-03,4.447749e-02,7.176650e-02,1.193582e-04,-1.795357e-04,1.218064e-03
754.640,-2.634385e-05,2.402402e-05,-2.431508e-04,1.732797e-03,-2.428268e-04,8.653454e-03,8.743301e-03,4.448230e-02,7.171799e-02,1.192823e-04,-1.794765e-04,1.217375e-03
754.840,-2.632661e-05,2.400839e-05,-2.429934e-04,1.732481e-03,-2.423093e-04,8.647500e-03,8.738047e-03,4.448711e-02,7.166950e-02,1.192065e-04,-1.794174e-04,1.216686e-03
755.040,-2.630938e-05,2.399277e-05,-2.428361e-04,1.732165e-03,-2.417921e-04,8.641550e-03,8.732796e-03,4.449191e-02,7.162105e-02,1.191308e-04,-1.793583e-04,1.215998e-03
755.240,-2.629216e-05,2.397717e-05,-2.426790e-04,1.731849e-03,-2.412752e-04,8.635604e-03,8.727549e-03,4.449671e-02,7.157263e-02,1.190551e-04,-1.792992e-04,1.215310e-03
755.440,-2.627495e-05,2.396157e-05,-2.425219e-04,1.731534e-03,-2.407587e-04,8.629662e-03,8.722305e-03,4.450150e-02,7.152423e-02,1.189794e-04,-1.792402e-04,1.214623e-03
755.640,-2.625775e-05,2.394598e-05,-2.423649e-04,1.731218e-03,-2.402425e-04,8.623723e-03,8.717064e-03,4.450630e-02,7.147587e-02,1.189038e-04,-1.791812e-04,1.213936e-03
755.840,-2.624056e-05,2.393040e-05,-2.422080e-04,1.730903e-03,-2.397266e-04,8.617789e-03,8.711827e-03,4.451109e-02,7.142755e-02,1.188282e-04,-1.791223e-04,1.213250e-03
756.040,-2.622339e-05,2.391483e-05,-2.420512e-04,1.730588e-03,-2.392111e-04,8.611858e-03,8.706594e-03,4.451587e-02,7.137925e-02,1.187527e-04,-1.790634e-04,1.212564e-03
756.240,-2.620622e-05,2.389928e-05,-2.418946e-04,1.730273e-03,-2.386959e-04,8.605931e-03,8.701364e-03,4.452066e-02,7.133098e-02,1.186773e-04,-1.790045e-04,1.211878e-03
756.440,-2.618907e-05,2.388373e-05,-2.417380e-04,1.729958e-03,-2.381811e-04,8.600008e-03,8.696137e-03,4.452544e-02,7.128275e-02,1.186018e-04,-1.789457e-04,1.211193e-03
756.640,-2.617193e-05,2.386819e-05,-2.415815e-04,1.729644e-03,-2.376666e-04,8.594088e-03,8.690914e-03,4.453022e-02,7.123454e-02,1.185265e-04,-1.788869e-04,1.210508e-03
756.840,-2.615480e-05,2.385266e-05,-2.414251e-04,1.729330e-03,-2.371524e-04,8.588173e-03,8.685694e-03,4.453499e-02,7.118637e-02,1.184512e-04,-1.788282e-04,1.209824e-03
757.040,-2.613768e-05,2.383715e-05,-2.412689e-04,1.729016e-03,-2.366385e-04,8.582261e-03,8.680477e-03,4.453976e-02,7.113823e-02,1.183759e-04,-1.787695e-04,1.209140e-03
757.240,-2.612057e-05,2.382164e-05,-2.411127e-04,1.728702e-03,-2.361250e-04,8.576353e-03,8.675264e-03,4.454453e-02,7.109012e-02,1.183007e-04,-1.787108e-04,1.208457e-03
757.440,-2.610347e-05,2.380614e-05,-2.409566e-04,1.728388e-03,-2.356118e-04,8.570449e-03,8.670054e-03,4.454930e-02,7.104204e-02,1.182255e-04,-1.786522e-04,1.207774e-03
757.640,-2.608639e-05,2.379066e-05,-2.408007e-04,1.728075e-03,-2.350990e-04,8.564549e-03,8.664848e-03,4.455406e-02,7.099399e-02,1.181504e-04,-1.785936e-04,1.207092e-03
757.840,-2.606931e-05,2.377518e-05,-2.406448e-04,1.727761e-03,-2.345865e-04,8.558653e-03,8.659645e-03,4.455882e-02,7.094598e-02,1.180753e-04,-1.785351e-04,1.206410e-03
758.040,-2.605225e-05,2.375971e-05,-2.404890e-04,1.727448e-03,-2.340743e-04,8.552760e-03,8.654446e-03,4.456357e-02,7.089799e-02,1.180003e-04,-1.784765e-04,1.205728e-03
758.240,-2.603520e-05,2.374426e-05,-2.403334e-04,1.727136e-03,-2.335624e-04,8.546871e-03,8.649250e-03,4.456833e-02,7.085004e-02,1.179253e-04,-1.784181e-04,1.205047e-03
758.440,-2.601816e-05,2.372881e-05,-2.401778e-04,1.726823e-03,-2.330509e-04,8.540986e-03,8.644057e-03,4.457308e-02,7.080211e-02,1.178504e-04,-1.783596e-04,1.204366e-03
758.640,-2.600113e-05,2.371337e-05,-2.400223e-04,1.726511e-03,-2.325397e-04,8.535105e-03,8.638868e-03,4.457782e-02,7.075422e-02,1.177755e-04,-1.783012e-04,1.203686e-03
758.840,-2.598411e-05,2.369795e-05,-2.398670e-04,1.726198e-03,-2.320289e-04,8.529228e-03,8.633682e-03,4.458257e-02,7.070636e-02,1.177007e-04,-1.782429e-04,1.203006e-03
759.040,-2.596710e-05,2.368253e-05,-2.397117e-04,1.725886e-03,-2.315183e-04,8.523354e-03,8.628500e-03,4.458731e-02,7.065853e-02,1.176259e-04,-1.781846e-04,1.202327e-03
759.240,-2.595011e-05,2.366712e-05,-2.395566e-04,1.725575e-03,-2.310081e-04,8.517485e-03,8.623320e-03,4.459204e-02,7.061073e-02,1.175512e-04,-1.781263e-04,1.201648e-03
759.440,-2.593312e-05,2.365173e-05,-2.394015e-04,1.725263e-03,-2.304983e-04,8.511619e-03,8.618145e-03,4.459678e-02,7.056296e-02,1.174765e-04,-1.780681e-04,1.200969e-03
759.640,-2.591615e-05,2.363634e-05,-2.392465e-04,1.724952e-03,-2.299887e-04,8.505756e-03,8.612972e-03,4.460151e-02,7.051522e-02,1.174018e-04,-1.780098e-04,1.200291e-03
759.840,-2.589918e-05,2.362096e-05,-2.390917e-04,1.724640e-03,-2.294795e-04,8.499898e-03,8.607804e-03,4.460624e-02,7.046752e-02,1.173273e-04,-1.779517e-04,1.199614e-03
