t_s,omega_s_x_dps,omega_s_y_dps,omega_s_z_dps,hw_x_Nms,hw_y_Nms,hw_z_Nms,theta_s_x_deg,theta_s_y_deg,theta_s_z_deg,tau_w_x_Nm,tau_w_y_Nm,tau_w_z_Nm
591.840,-4.489212e-05,4.079658e-05,-4.118278e-04,2.072527e-03,-7.980113e-04,1.503438e-02,1.439277e-02,3.932377e-02,1.236907e-01,1.981162e-04,-2.495294e-04,1.953466e-03
592.040,-4.486708e-05,4.076560e-05,-4.115599e-04,2.071967e-03,-7.972386e-04,1.502441e-02,1.438382e-02,3.933193e-02,1.236086e-01,1.997436e-04,-2.433288e-04,1.950281e-03
592.240,-4.482932e-05,4.074183e-05,-4.112763e-04,2.071389e-03,-7.965282e-04,1.501442e-02,1.437488e-02,3.934009e-02,1.235266e-01,1.705412e-04,-3.962667e-04,2.107801e-03
592.440,-4.480401e-05,4.071706e-05,-4.110288e-04,2.070915e-03,-7.953792e-04,1.500415e-02,1.436594e-02,3.934824e-02,1.234446e-01,1.977396e-04,-2.491991e-04,1.949971e-03
592.640,-4.477902e-05,4.068615e-05,-4.107614e-04,2.070356e-03,-7.946078e-04,1.499420e-02,1.435701e-02,3.935638e-02,1.233626e-01,1.993703e-04,-2.429922e-04,1.946792e-03
592.840,-4.474131e-05,4.066241e-05,-4.104783e-04,2.069779e-03,-7.938985e-04,1.498423e-02,1.434809e-02,3.936452e-02,1.232807e-01,1.701560e-04,-3.959285e-04,2.104235e-03
593.040,-4.471607e-05,4.063770e-05,-4.102314e-04,2.069306e-03,-7.927522e-04,1.497398e-02,1.433917e-02,3.937265e-02,1.231989e-01,1.973637e-04,-2.488693e-04,1.946483e-03
593.240,-4.468045e-05,4.062250e-05,-4.099716e-04,2.068841e-03,-7.916053e-04,1.496376e-02,1.433026e-02,3.938078e-02,1.231171e-01,1.999107e-04,-2.418913e-04,1.946893e-03
593.440,-4.464760e-05,4.060304e-05,-4.097127e-04,2.068350e-03,-7.905339e-04,1.495355e-02,1.432135e-02,3.938891e-02,1.230354e-01,1.991678e-04,-2.430558e-04,1.944845e-03
593.640,-4.461697e-05,4.058140e-05,-4.094547e-04,2.067841e-03,-7.895115e-04,1.494334e-02,1.431245e-02,3.939703e-02,1.229537e-01,1.989179e-04,-2.428882e-04,1.943019e-03
593.840,-4.458766e-05,4.055775e-05,-4.091962e-04,2.067318e-03,-7.885325e-04,1.493315e-02,1.430356e-02,3.940515e-02,1.228720e-01,1.987740e-04,-2.428352e-04,1.941984e-03
594.040,-4.455931e-05,4.053251e-05,-4.089369e-04,2.066787e-03,-7.875911e-04,1.492300e-02,1.429467e-02,3.941327e-02,1.227905e-01,1.987018e-04,-2.427215e-04,1.941218e-03
594.240,-4.453152e-05,4.050602e-05,-4.086766e-04,2.066249e-03,-7.866812e-04,1.491288e-02,1.428579e-02,3.942137e-02,1.227089e-01,1.986798e-04,-2.425691e-04,1.940639e-03
594.440,-4.450404e-05,4.047858e-05,-4.084151e-04,2.065707e-03,-7.857975e-04,1.490281e-02,1.427692e-02,3.942948e-02,1.226275e-01,1.986795e-04,-2.423943e-04,1.940117e-03
594.640,-4.447664e-05,4.045044e-05,-4.081523e-04,2.065163e-03,-7.849347e-04,1.489278e-02,1.426804e-02,3.943757e-02,1.225460e-01,1.986831e-04,-2.422054e-04,1.939569e-03
594.840,-4.444921e-05,4.042182e-05,-4.078885e-04,2.064618e-03,-7.840884e-04,1.488279e-02,1.425918e-02,3.944566e-02,1.224647e-01,1.986775e-04,-2.420109e-04,1.938938e-03
595.040,-4.442164e-05,4.039290e-05,-4.076237e-04,2.064074e-03,-7.832546e-04,1.487284e-02,1.425032e-02,3.945375e-02,1.223833e-01,1.986548e-04,-2.418172e-04,1.938195e-03
595.240,-4.439388e-05,4.036384e-05,-4.073580e-04,2.063531e-03,-7.824299e-04,1.486292e-02,1.424147e-02,3.946183e-02,1.223021e-01,1.986104e-04,-2.416293e-04,1.937327e-03
595.440,-4.436592e-05,4.033473e-05,-4.070918e-04,2.062989e-03,-7.816116e-04,1.485303e-02,1.423262e-02,3.946990e-02,1.222209e-01,1.985428e-04,-2.414508e-04,1.936333e-03
595.640,-4.433776e-05,4.030568e-05,-4.068251e-04,2.062449e-03,-7.807971e-04,1.484316e-02,1.422377e-02,3.947797e-02,1.221397e-01,1.984526e-04,-2.412842e-04,1.935225e-03
595.840,-4.430940e-05,4.027676e-05,-4.065582e-04,2.061911e-03,-7.799845e-04,1.483331e-02,1.421494e-02,3.948603e-02,1.220586e-01,1.983416e-04,-2.411309e-04,1.934019e-03
596.040,-4.428088e-05,4.024800e-05,-4.062913e-04,2.061374e-03,-7.791723e-04,1.482347e-02,1.420610e-02,3.949409e-02,1.219775e-01,1.982126e-04,-2.409915e-04,1.932734e-03
596.240,-4.426146e-05,4.020906e-05,-4.060240e-04,2.060764e-03,-7.786132e-04,1.481376e-02,1.419728e-02,3.950214e-02,1.218965e-01,1.980317e-04,-2.387919e-04,1.927314e-03
596.440,-4.422724e-05,4.017590e-05,-4.057359e-04,2.060149e-03,-7.780999e-04,1.480409e-02,1.418846e-02,3.951018e-02,1.218156e-01,1.671034e-04,-3.972960e-04,2.085467e-03
596.640,-4.420492e-05,4.014554e-05,-4.054819e-04,2.059648e-03,-7.771833e-04,1.479428e-02,1.417964e-02,3.951822e-02,1.217347e-01,1.961386e-04,-2.449635e-04,1.927859e-03
596.840,-4.418054e-05,4.011134e-05,-4.052107e-04,2.059081e-03,-7.765457e-04,1.478468e-02,1.417083e-02,3.952625e-02,1.216539e-01,1.980172e-04,-2.382192e-04,1.924854e-03
597.040,-4.414262e-05,4.008370e-05,-4.049230e-04,2.058504e-03,-7.759501e-04,1.477505e-02,1.416202e-02,3.953427e-02,1.215731e-01,1.672163e-04,-3.954236e-04,2.081729e-03
597.240,-4.411729e-05,4.005752e-05,-4.046714e-04,2.058033e-03,-7.749327e-04,1.476519e-02,1.415322e-02,3.954229e-02,1.214923e-01,1.955614e-04,-2.449087e-04,1.923363e-03
597.440,-4.409120e-05,4.002639e-05,-4.044024e-04,2.057487e-03,-7.742322e-04,1.475557e-02,1.414443e-02,3.955030e-02,1.214117e-01,1.971173e-04,-2.387734e-04,1.919762e-03
597.640,-4.405237e-05,4.000228e-05,-4.041182e-04,2.056925e-03,-7.735799e-04,1.474590e-02,1.413564e-02,3.955831e-02,1.213310e-01,1.671261e-04,-3.938939e-04,2.077465e-03
597.840,-4.402618e-05,3.997845e-05,-4.038711e-04,2.056467e-03,-7.724907e-04,1.473595e-02,1.412686e-02,3.956631e-02,1.212505e-01,1.946720e-04,-2.453338e-04,1.918209e-03
598.040,-4.399997e-05,3.994917e-05,-4.036059e-04,2.055928e-03,-7.717445e-04,1.472626e-02,1.411809e-02,3.957431e-02,1.211700e-01,1.961329e-04,-2.394313e-04,1.914575e-03
598.240,-4.396137e-05,3.992723e-05,-4.033265e-04,2.055371e-03,-7.710463e-04,1.471652e-02,1.410932e-02,3.958230e-02,1.210895e-01,1.668624e-04,-3.927894e-04,2.072972e-03
598.440,-4.393531e-05,3.990473e-05,-4.030836e-04,2.054916e-03,-7.699114e-04,1.470648e-02,1.410055e-02,3.959029e-02,1.210091e-01,1.938783e-04,-2.456912e-04,1.913624e-03
598.640,-4.390954e-05,3.987667e-05,-4.028226e-04,2.054378e-03,-7.691287e-04,1.469672e-02,1.409180e-02,3.959827e-02,1.209287e-01,1.953791e-04,-2.397352e-04,1.910161e-03
598.840,-4.387154e-05,3.985575e-05,-4.025475e-04,2.053822e-03,-7.683956e-04,1.468690e-02,1.408304e-02,3.960625e-02,1.208484e-01,1.664744e-04,-3.921060e-04,2.068560e-03
599.040,-4.384605e-05,3.983386e-05,-4.023078e-04,2.053365e-03,-7.672388e-04,1.467680e-02,1.407430e-02,3.961422e-02,1.207682e-01,1.933081e-04,-2.457484e-04,1.909844e-03
599.240,-4.382085e-05,3.980648e-05,-4.020502e-04,2.052825e-03,-7.664312e-04,1.466698e-02,1.406556e-02,3.962219e-02,1.206879e-01,1.949178e-04,-2.395742e-04,1.906610e-03
599.440,-4.378342e-05,3.978564e-05,-4.017779e-04,2.052266e-03,-7.656763e-04,1.465710e-02,1.405682e-02,3.963015e-02,1.206078e-01,1.660151e-04,-3.917714e-04,2.064438e-03
599.640,-4.375861e-05,3.976384e-05,-4.015401e-04,2.051805e-03,-7.645178e-04,1.464699e-02,1.404810e-02,3.963811e-02,1.205277e-01,1.929601e-04,-2.454674e-04,1.906740e-03
599.840,-4.372387e-05,3.975041e-05,-4.012896e-04,2.051349e-03,-7.633652e-04,1.463689e-02,1.403937e-02,3.964607e-02,1.204476e-01,1.953269e-04,-2.391164e-04,1.907397e-03
600.040,-4.369189e-05,3.973294e-05,-4.010401e-04,2.050868e-03,-7.622843e-04,1.462680e-02,1.403066e-02,3.965402e-02,1.203676e-01,1.946591e-04,-2.402245e-04,1.905707e-03
600.240,-4.366205e-05,3.971324e-05,-4.007912e-04,2.050368e-03,-7.612512e-04,1.461671e-02,1.402195e-02,3.966197e-02,1.202877e-01,1.944647e-04,-2.400790e-04,1.904272e-03
600.440,-4.363349e-05,3.969149e-05,-4.005416e-04,2.049856e-03,-7.602614e-04,1.460665e-02,1.401325e-02,3.966991e-02,1.202078e-01,1.943700e-04,-2.400247e-04,1.903549e-03
600.640,-4.360585e-05,3.966809e-05,-4.002910e-04,2.049335e-03,-7.593095e-04,1.459663e-02,1.400455e-02,3.967785e-02,1.201279e-01,1.943453e-04,-2.398980e-04,1.903064e-03
600.840,-4.357877e-05,3.964334e-05,-4.000391e-04,2.048808e-03,-7.583903e-04,1.458665e-02,1.399586e-02,3.968579e-02,1.200481e-01,1.943678e-04,-2.397239e-04,1.902729e-03
601.040,-4.355196e-05,3.961754e-05,-3.997857e-04,2.048277e-03,-7.574984e-04,1.457672e-02,1.398717e-02,3.969372e-02,1.199683e-01,1.944095e-04,-2.395197e-04,1.902422e-03
601.240,-4.352524e-05,3.959093e-05,-3.995308e-04,2.047744e-03,-7.566294e-04,1.456683e-02,1.397849e-02,3.970164e-02,1.198886e-01,1.944526e-04,-2.392956e-04,1.902060e-03
601.440,-4.349847e-05,3.956373e-05,-3.992746e-04,2.047210e-03,-7.557788e-04,1.455699e-02,1.396982e-02,3.970956e-02,1.198090e-01,1.944838e-04,-2.390614e-04,1.901591e-03
601.640,-4.347155e-05,3.953612e-05,-3.990170e-04,2.046677e-03,-7.549430e-04,1.454719e-02,1.396114e-02,3.971748e-02,1.197294e-01,1.944950e-04,-2.388251e-04,1.900984e-03
601.840,-4.344444e-05,3.950825e-05,-3.987584e-04,2.046145e-03,-7.541186e-04,1.453743e-02,1.395248e-02,3.972539e-02,1.196498e-01,1.944814e-04,-2.385930e-04,1.900228e-03
602.040,-4.341712e-05,3.948023e-05,-3.984988e-04,2.045615e-03,-7.533028e-04,1.452771e-02,1.394382e-02,3.973329e-02,1.195703e-01,1.944414e-04,-2.383701e-04,1.899326e-03
602.240,-4.338959e-05,3.945216e-05,-3.982386e-04,2.045087e-03,-7.524932e-04,1.451802e-02,1.393517e-02,3.974119e-02,1.194909e-01,1.943753e-04,-2.381598e-04,1.898290e-03
602.440,-4.336185e-05,3.942411e-05,-3.979779e-04,2.044560e-03,-7.516877e-04,1.450834e-02,1.392652e-02,3.974908e-02,1.194115e-01,1.942851e-04,-2.379648e-04,1.897137e-03
602.640,-4.333394e-05,3.939615e-05,-3.977170e-04,2.044035e-03,-7.508847e-04,1.449869e-02,1.391787e-02,3.975696e-02,1.193321e-01,1.941734e-04,-2.377862e-04,1.895889e-03
602.840,-4.330589e-05,3.936832e-05,-3.974559e-04,2.043512e-03,-7.500828e-04,1.448906e-02,1.390924e-02,3.976484e-02,1.192529e-01,1.940435e-04,-2.376248e-04,1.894566e-03
603.040,-4.327771e-05,3.934063e-05,-3.971949e-04,2.042990e-03,-7.492810e-04,1.447944e-02,1.390060e-02,3.977272e-02,1.191736e-01,1.938990e-04,-2.374800e-04,1.893191e-03
603.240,-4.324944e-05,3.931313e-05,-3.969340e-04,2.042470e-03,-7.484783e-04,1.446982e-02,1.389198e-02,3.978059e-02,1.190944e-01,1.937433e-04,-2.373512e-04,1.891782e-03
603.440,-4.322111e-05,3.928581e-05,-3.966735e-04,2.041950e-03,-7.476742e-04,1.446021e-02,1.388336e-02,3.978845e-02,1.190153e-01,1.935797e-04,-2.372370e-04,1.890357e-03
603.640,-4.319274e-05,3.925868e-05,-3.964133e-04,2.041432e-03,-7.468681e-04,1.445061e-02,1.387474e-02,3.979631e-02,1.189362e-01,1.934110e-04,-2.371358e-04,1.888930e-03
603.840,-4.316435e-05,3.923175e-05,-3.961536e-04,2.040914e-03,-7.460597e-04,1.444101e-02,1.386613e-02,3.980416e-02,1.188572e-01,1.932398e-04,-2.370457e-04,1.887513e-03
604.040,-4.313595e-05,3.920501e-05,-3.958943e-04,2.040398e-03,-7.452489e-04,1.443140e-02,1.385753e-02,3.981201e-02,1.187782e-01,1.930682e-04,-2.369648e-04,1.886115e-03
604.240,-4.310757e-05,3.917846e-05,-3.956356e-04,2.039881e-03,-7.444354e-04,1.442180e-02,1.384893e-02,3.981985e-02,1.186993e-01,1.928981e-04,-2.368913e-04,1.884743e-03
604.440,-4.307921e-05,3.915208e-05,-3.953774e-04,2.039365e-03,-7.436192e-04,1.441219e-02,1.384034e-02,3.982769e-02,1.186204e-01,1.927307e-04,-2.368232e-04,1.883401e-03
604.640,-4.305088e-05,3.912588e-05,-3.951198e-04,2.038849e-03,-7.428004e-04,1.440258e-02,1.383175e-02,3.983552e-02,1.185416e-01,1.925671e-04,-2.367590e-04,1.882091e-03
604.840,-4.302258e-05,3.909983e-05,-3.948626e-04,2.038334e-03,-7.419791e-04,1.439297e-02,1.382317e-02,3.984335e-02,1.184628e-01,1.924080e-04,-2.366969e-04,1.880814e-03
605.040,-4.299432e-05,3.907392e-05,-3.946060e-04,2.037819e-03,-7.411554e-04,1.438336e-02,1.381459e-02,3.985117e-02,1.183841e-01,1.922537e-04,-2.366357e-04,1.879570e-03
605.240,-4.296609e-05,3.904815e-05,-3.943499e-04,2.037303e-03,-7.403293e-04,1.437375e-02,1.380602e-02,3.985898e-02,1.183054e-01,1.921046e-04,-2.365741e-04,1.878358e-03
605.440,-4.293791e-05,3.902251e-05,-3.940943e-04,2.036788e-03,-7.395012e-04,1.436413e-02,1.379746e-02,3.986679e-02,1.182268e-01,1.919605e-04,-2.365112e-04,1.877175e-03
605.640,-4.290976e-05,3.899697e-05,-3.938391e-04,2.036274e-03,-7.386713e-04,1.435451e-02,1.378890e-02,3.987460e-02,1.181482e-01,1.918214e-04,-2.364461e-04,1.876019e-03
605.840,-4.288164e-05,3.897154e-05,-3.935843e-04,2.035759e-03,-7.378396e-04,1.434490e-02,1.378035e-02,3.988240e-02,1.180697e-01,1.916869e-04,-2.363783e-04,1.874887e-03
606.040,-4.285356e-05,3.894619e-05,-3.933298e-04,2.035245e-03,-7.370065e-04,1.433528e-02,1.377180e-02,3.989020e-02,1.179912e-01,1.915568e-04,-2.363073e-04,1.873776e-03
606.240,-4.282551e-05,3.892092e-05,-3.930757e-04,2.034730e-03,-7.361722e-04,1.432567e-02,1.376326e-02,3.989799e-02,1.179128e-01,1.914306e-04,-2.362329e-04,1.872682e-03
606.440,-4.279748e-05,3.889571e-05,-3.928220e-04,2.034216e-03,-7.353370e-04,1.431605e-02,1.375472e-02,3.990577e-02,1.178344e-01,1.913079e-04,-2.361547e-04,1.871602e-03
606.640,-4.276948e-05,3.887056e-05,-3.925685e-04,2.033703e-03,-7.345009e-04,1.430644e-02,1.374619e-02,3.991355e-02,1.177561e-01,1.911882e-04,-2.360730e-04,1.870535e-03
606.840,-4.274151e-05,3.884547e-05,-3.923152e-04,2.033189e-03,-7.336643e-04,1.429683e-02,1.373766e-02,3.992133e-02,1.176779e-01,1.910710e-04,-2.359877e-04,1.869476e-03
607.040,-4.271355e-05,3.882041e-05,-3.920622e-04,2.032676e-03,-7.328273e-04,1.428723e-02,1.372914e-02,3.992910e-02,1.175996e-01,1.909560e-04,-2.358990e-04,1.868424e-03
607.240,-4.268562e-05,3.879538e-05,-3.918094e-04,2.032163e-03,-7.319901e-04,1.427762e-02,1.372063e-02,3.993686e-02,1.175215e-01,1.908427e-04,-2.358070e-04,1.867376e-03
607.440,-4.265770e-05,3.877039e-05,-3.915568e-04,2.031650e-03,-7.311529e-04,1.426803e-02,1.371212e-02,3.994462e-02,1.174434e-01,1.907306e-04,-2.357122e-04,1.866330e-03
607.640,-4.262980e-05,3.874541e-05,-3.913044e-04,2.031138e-03,-7.303158e-04,1.425844e-02,1.370362e-02,3.995238e-02,1.173653e-01,1.906194e-04,-2.356148e-04,1.865285e-03
607.840,-4.260191e-05,3.872045e-05,-3.910521e-04,2.030626e-03,-7.294790e-04,1.424885e-02,1.369512e-02,3.996013e-02,1.172873e-01,1.905087e-04,-2.355151e-04,1.864239e-03
608.040,-4.257404e-05,3.869551e-05,-3.907999e-04,2.030115e-03,-7.286426e-04,1.423927e-02,1.368663e-02,3.996787e-02,1.172093e-01,1.903984e-04,-2.354135e-04,1.863192e-03
608.240,-4.254618e-05,3.867057e-05,-3.905479e-04,2.029603e-03,-7.278067e-04,1.422970e-02,1.367814e-02,3.997561e-02,1.171314e-01,1.902881e-04,-2.353103e-04,1.862142e-03
608.440,-4.251833e-05,3.864564e-05,-3.902960e-04,2.029093e-03,-7.269714e-04,1.422013e-02,1.366966e-02,3.998335e-02,1.170535e-01,1.901775e-04,-2.352060e-04,1.861088e-03
608.640,-4.249049e-05,3.862071e-05,-3.900442e-04,2.028582e-03,-7.261368e-04,1.421057e-02,1.366119e-02,3.999108e-02,1.169757e-01,1.900665e-04,-2.351007e-04,1.860030e-03
608.840,-4.246267e-05,3.859579e-05,-3.897926e-04,2.028072e-03,-7.253029e-04,1.420102e-02,1.365272e-02,3.999881e-02,1.168980e-01,1.899550e-04,-2.349950e-04,1.858968e-03
609.040,-4.243486e-05,3.857086e-05,-3.895410e-04,2.027563e-03,-7.244698e-04,1.419147e-02,1.364425e-02,4.000653e-02,1.168203e-01,1.898429e-04,-2.348889e-04,1.857902e-03
609.240,-4.240707e-05,3.854594e-05,-3.892895e-04,2.027053e-03,-7.236376e-04,1.418193e-02,1.363579e-02,4.001424e-02,1.167426e-01,1.897300e-04,-2.347828e-04,1.856831e-03
609.440,-4.237928e-05,3.852102e-05,-3.890381e-04,2.026545e-03,-7.228061e-04,1.417240e-02,1.362734e-02,4.002195e-02,1.166650e-01,1.896163e-04,-2.346769e-04,1.855757e-03
609.640,-4.235151e-05,3.849610e-05,-3.887869e-04,2.026036e-03,-7.219756e-04,1.416288e-02,1.361889e-02,4.002966e-02,1.165874e-01,1.895017e-04,-2.345714e-04,1.854678e-03
609.840,-4.232376e-05,3.847117e-05,-3.885357e-04,2.025528e-03,-7.211459e-04,1.415336e-02,1.361045e-02,4.003736e-02,1.165099e-01,1.893863e-04,-2.344664e-04,1.853595e-03
610.040,-4.229602e-05,3.844626e-05,-3.882847e-04,2.025021e-03,-7.203170e-04,1.414385e-02,1.360201e-02,4.004505e-02,1.164324e-01,1.892701e-04,-2.343622e-04,1.852508e-03
610.240,-4.226829e-05,3.842134e-05,-3.880337e-04,2.024514e-03,-7.194890e-04,1.413435e-02,1.359358e-02,4.005274e-02,1.163550e-01,1.891530e-04,-2.342588e-04,1.851419e-03
610.440,-4.224058e-05,3.839643e-05,-3.877829e-04,2.024007e-03,-7.186619e-04,1.412485e-02,1.358516e-02,4.006043e-02,1.162777e-01,1.890352e-04,-2.341562e-04,1.850326e-03
610.640,-4.221289e-05,3.837152e-05,-3.875322e-04,2.023501e-03,-7.178355e-04,1.411536e-02,1.357674e-02,4.006811e-02,1.162004e-01,1.889167e-04,-2.340546e-04,1.849232e-03
610.840,-4.218522e-05,3.834662e-05,-3.872817e-04,2.022995e-03,-7.170100e-04,1.410588e-02,1.356832e-02,4.007578e-02,1.161231e-01,1.887975e-04,-2.339539e-04,1.848135e-03
611.040,-4.215756e-05,3.832172e-05,-3.870312e-04,2.022489e-03,-7.161852e-04,1.409641e-02,1.355991e-02,4.008345e-02,1.160459e-01,1.886777e-04,-2.338542e-04,1.847036e-03
611.240,-4.212992e-05,3.829684e-05,-3.867809e-04,2.021984e-03,-7.153612e-04,1.408694e-02,1.355151e-02,4.009112e-02,1.159687e-01,1.885574e-04,-2.337553e-04,1.845937e-03
611.440,-4.210229e-05,3.827196e-05,-3.865308e-04,2.021479e-03,-7.145379e-04,1.407747e-02,1.354311e-02,4.009878e-02,1.158916e-01,1.884366e-04,-2.336574e-04,1.844836e-03
611.640,-4.207469e-05,3.824709e-05,-3.862807e-04,2.020975e-03,-7.137153e-04,1.406802e-02,1.353472e-02,4.010644e-02,1.158145e-01,1.883154e-04,-2.335603e-04,1.843735e-03
611.840,-4.204710e-05,3.822224e-05,-3.860308e-04,2.020470e-03,-7.128934e-04,1.405857e-02,1.352633e-02,4.011409e-02,1.157375e-01,1.881939e-04,-2.334639e-04,1.842633e-03
612.040,-4.201954e-05,3.819740e-05,-3.857811e-04,2.019967e-03,-7.120721e-04,1.404913e-02,1.351795e-02,4.012173e-02,1.156606e-01,1.880722e-04,-2.333683e-04,1.841532e-03
612.240,-4.199199e-05,3.817257e-05,-3.855315e-04,2.019463e-03,-7.112514e-04,1.403969e-02,1.350957e-02,4.012937e-02,1.155837e-01,1.879503e-04,-2.332734e-04,1.840431e-03
612.440,-4.196447e-05,3.814775e-05,-3.852821e-04,2.018960e-03,-7.104314e-04,1.403026e-02,1.350120e-02,4.013701e-02,1.155068e-01,1.878284e-04,-2.331789e-04,1.839331e-03
612.640,-4.193696e-05,3.812295e-05,-3.850328e-04,2.018458e-03,-7.096118e-04,1.402084e-02,1.349284e-02,4.014464e-02,1.154300e-01,1.877063e-04,-2.330850e-04,1.838231e-03
612.840,-4.190947e-05,3.809817e-05,-3.847837e-04,2.017955e-03,-7.087929e-04,1.401142e-02,1.348448e-02,4.015226e-02,1.153532e-01,1.875843e-04,-2.329915e-04,1.837132e-03
613.040,-4.188201e-05,3.807340e-05,-3.845348e-04,2.017453e-03,-7.079745e-04,1.400201e-02,1.347613e-02,4.015988e-02,1.152765e-01,1.874622e-04,-2.328984e-04,1.836035e-03
613.240,-4.185456e-05,3.804865e-05,-3.842860e-04,2.016952e-03,-7.071566e-04,1.399260e-02,1.346778e-02,4.016750e-02,1.151998e-01,1.873403e-04,-2.328056e-04,1.834938e-03
613.440,-4.182713e-05,3.802392e-05,-3.840374e-04,2.016450e-03,-7.063392e-04,1.398320e-02,1.345943e-02,4.017511e-02,1.151232e-01,1.872185e-04,-2.327130e-04,1.833843e-03
613.640,-4.179973e-05,3.799920e-05,-3.837889e-04,2.015949e-03,-7.055223e-04,1.397381e-02,1.345110e-02,4.018272e-02,1.150467e-01,1.870969e-04,-2.326205e-04,1.832749e-03
613.840,-4.177234e-05,3.797450e-05,-3.835406e-04,2.015448e-03,-7.047059e-04,1.396442e-02,1.344276e-02,4.019032e-02,1.149701e-01,1.869754e-04,-2.325281e-04,1.831656e-03
614.040,-4.174498e-05,3.794982e-05,-3.832925e-04,2.014948e-03,-7.038900e-04,1.395504e-02,1.343444e-02,4.019791e-02,1.148937e-01,1.868542e-04,-2.324358e-04,1.830565e-03
614.240,-4.171763e-05,3.792516e-05,-3.830446e-04,2.014448e-03,-7.030745e-04,1.394566e-02,1.342611e-02,4.020550e-02,1.148173e-01,1.867331e-04,-2.323435e-04,1.829475e-03
614.440,-4.169031e-05,3.790051e-05,-3.827968e-04,2.013948e-03,-7.022596e-04,1.393629e-02,1.341780e-02,4.021309e-02,1.147409e-01,1.866122e-04,-2.322512e-04,1.828387e-03
614.640,-4.166300e-05,3.787589e-05,-3.825491e-04,2.013449e-03,-7.014451e-04,1.392693e-02,1.340949e-02,4.022067e-02,1.146646e-01,1.864916e-04,-2.321589e-04,1.827300e-03
614.840,-4.163571e-05,3.785128e-05,-3.823017e-04,2.012950e-03,-7.006310e-04,1.391757e-02,1.340118e-02,4.022825e-02,1.145883e-01,1.863712e-04,-2.320664e-04,1.826214e-03
615.040,-4.160845e-05,3.782668e-05,-3.820544e-04,2.012451e-03,-6.998175e-04,1.390821e-02,1.339288e-02,4.023582e-02,1.145121e-01,1.862511e-04,-2.319739e-04,1.825130e-03
615.240,-4.158120e-05,3.780211e-05,-3.818073e-04,2.011953e-03,-6.990044e-04,1.389887e-02,1.338459e-02,4.024339e-02,1.144359e-01,1.861311e-04,-2.318813e-04,1.824047e-03
615.440,-4.155397e-05,3.777755e-05,-3.815603e-04,2.011454e-03,-6.981918e-04,1.388952e-02,1.337630e-02,4.025095e-02,1.143598e-01,1.860114e-04,-2.317886e-04,1.822965e-03
615.640,-4.152676e-05,3.775301e-05,-3.813135e-04,2.010957e-03,-6.973796e-04,1.388019e-02,1.336802e-02,4.025850e-02,1.142837e-01,1.858919e-04,-2.316958e-04,1.821884e-03
615.840,-4.149957e-05,3.772849e-05,-3.810669e-04,2.010459e-03,-6.965680e-04,1.387086e-02,1.335974e-02,4.026605e-02,1.142077e-01,1.857726e-04,-2.316029e-04,1.820804e-03
616.040,-4.147240e-05,3.770398e-05,-3.808204e-04,2.009962e-03,-6.957568e-04,1.386153e-02,1.335147e-02,4.027360e-02,1.141317e-01,1.856534e-04,-2.315098e-04,1.819725e-03
616.240,-4.144524e-05,3.767949e-05,-3.805741e-04,2.009465e-03,-6.949461e-04,1.385222e-02,1.334320e-02,4.028114e-02,1.140558e-01,1.855345e-04,-2.314167e-04,1.818648e-03
616.440,-4.141811e-05,3.765502e-05,-3.803279e-04,2.008968e-03,-6.941359e-04,1.384290e-02,1.333494e-02,4.028868e-02,1.139799e-01,1.854157e-04,-2.313235e-04,1.817571e-03
616.640,-4.139099e-05,3.763056e-05,-3.800819e-04,2.008472e-03,-6.933262e-04,1.383360e-02,1.332668e-02,4.029621e-02,1.139041e-01,1.852971e-04,-2.312302e-04,1.816495e-03
616.840,-4.136389e-05,3.760612e-05,-3.798361e-04,2.007976e-03,-6.925170e-04,1.382430e-02,1.331843e-02,4.030374e-02,1.138283e-01,1.851786e-04,-2.311369e-04,1.815420e-03
617.040,-4.133681e-05,3.758170e-05,-3.795904e-04,2.007481e-03,-6.917083e-04,1.381500e-02,1.331018e-02,4.031126e-02,1.137526e-01,1.850602e-04,-2.310435e-04,1.814346e-03
617.240,-4.130974e-05,3.755729e-05,-3.793449e-04,2.006985e-03,-6.909001e-04,1.380571e-02,1.330194e-02,4.031878e-02,1.136769e-01,1.849419e-04,-2.309501e-04,1.813272e-03
617.440,-4.128270e-05,3.753290e-05,-3.790995e-04,2.006491e-03,-6.900925e-04,1.379643e-02,1.329371e-02,4.032629e-02,1.136013e-01,1.848238e-04,-2.308567e-04,1.812199e-03
617.640,-4.125567e-05,3.750852e-05,-3.788543e-04,2.005996e-03,-6.892853e-04,1.378715e-02,1.328548e-02,4.033380e-02,1.135257e-01,1.847057e-04,-2.307632e-04,1.811127e-03
617.840,-4.122866e-05,3.748416e-05,-3.786093e-04,2.005502e-03,-6.884786e-04,1.377788e-02,1.327726e-02,4.034130e-02,1.134502e-01,1.845878e-04,-2.306698e-04,1.810056e-03
618.040,-4.120167e-05,3.745981e-05,-3.783644e-04,2.005008e-03,-6.876725e-04,1.376861e-02,1.326904e-02,4.034880e-02,1.133747e-01,1.844699e-04,-2.305763e-04,1.808985e-03
618.240,-4.117470e-05,3.743548e-05,-3.781196e-04,2.004514e-03,-6.868668e-04,1.375935e-02,1.326082e-02,4.035629e-02,1.132993e-01,1.843521e-04,-2.304830e-04,1.807915e-03
